Title,Artist,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Popularity
I've Got You Babe,73xGJdrGW5KXcGI1pf41lp,0.262,0.511,0.845,0.0,0.187,-4.853,0.0489,0.797,172.865,45
Picture (feat. Sheryl Crow),69j0KoPJuwpnbGWrfn7Yll,0.172,0.6920000000000001,0.496,6.42e-06,0.107,-7.332000000000001,0.0241,0.376,97.945,69
Barbie Girl,2RSOzvKUnfDDrb2nQPfpQU,0.0165,0.81,0.9570000000000001,0.284,0.248,-6.0489999999999995,0.0364,0.9620000000000001,129.985,62
"My Heart Will Go On - Love Theme from ""Titanic""",33LC84JgLvK2KuW43MfaNq,0.732,0.428,0.276,5.33e-06,0.11699999999999999,-11.729000000000001,0.0312,0.0382,99.195,75
boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t,0.11900000000000001,0.4,0.795,0.0,0.159,-3.7310000000000003,0.461,0.7020000000000001,190.097,79
Friday I'm in Love,263aNAQCeFSWipk896byo6,0.0009720000000000001,0.526,0.762,0.00011599999999999999,0.33799999999999997,-12.437000000000001,0.0342,0.505,136.203,66
That's What She Said,7tUuhFOv52PXS3KB8myzBZ,0.521,0.56,0.649,0.0,0.204,-8.414,0.0576,0.364,72.994,36
Classic,6FE2iI43OZnszFLuLtvvmg,0.0384,0.72,0.7909999999999999,0.0,0.157,-4.689,0.124,0.7559999999999999,102.071,81
Comfortably Numb,5HNCy40Ni5BZJFw1TKzRsC,0.15,0.47200000000000003,0.366,0.308,0.0837,-12.595,0.0286,0.171,127.167,73
Proud Mary,2EZc13S7YRi6bTS3SKteRN,0.163,0.72,0.391,8.290000000000001e-05,0.046,-16.595,0.0342,0.7859999999999999,120.794,61
Rockin' in the Free World,4Y7fEQ4PAzhlLnLviRw2P4,0.000736,0.491,0.883,3.19e-05,0.369,-4.986000000000001,0.0306,0.518,131.75,66
Whole Lotta Love - 1990 Remaster,0hCB0YR03f6AmQaHbwWDe8,0.0484,0.41200000000000003,0.902,0.131,0.405,-11.6,0.405,0.42200000000000004,89.74,77
Walk This Way,5SZ6zX4rOrEQferfFC2MfP,0.0114,0.653,0.73,1.0300000000000001e-05,0.0754,-10.613,0.043,0.894,108.705,75
All That She Wants,6kWJvPfC4DgUpRsXKNa9z9,0.00547,0.7979999999999999,0.625,7.979999999999999e-05,0.10300000000000001,-9.689,0.0548,0.858,93.764,72
Your Woman,4ACxa9buEUnOdYEoPcnMpi,0.033,0.815,0.605,0.684,0.114,-9.118,0.0368,0.795,102.64299999999999,63
Cannonball,2hjGuRIEfEGzQ5MEWLowiU,0.00915,0.502,0.758,0.7829999999999999,0.284,-9.76,0.0407,0.7290000000000001,112.508,65
Killing Me Softly With His Song,0Q0IVlqMV64kNLlwjPj0Hl,0.0279,0.765,0.29,1.02e-06,0.5710000000000001,-17.117,0.139,0.506,92.40899999999999,78
Loaded,2PLGsORkOCdEI3jTSyO2Id,0.272,0.8220000000000001,0.43700000000000006,0.0,0.0688,-7.815,0.41,0.314,142.619,58
On A Ragga Tip ‘97 (original Mix),7LzePPG7eWPV5TBefnwwvP,0.0141,0.535,0.9440000000000001,0.0774,0.138,-7.774,0.07,0.736,139.941,49
Say You'll Be There,1yTQ39my3MoNROlFw3RDNy,0.0149,0.726,0.679,1.49e-06,0.0837,-6.218999999999999,0.0473,0.7509999999999999,107.02,64
You Don't Know Me,6mSL6E1oxowyr3qknFAHTm,0.0784,0.49700000000000005,0.973,8.09e-06,0.0946,-2.949,0.462,0.212,166.829,53
Ray of Light,4Fpsa3pYc3gozrxHRRPvR6,0.00118,0.561,0.909,0.46,0.0713,-7.877999999999999,0.0312,0.71,127.17200000000001,59
Pony,6mz1fBdKATx6qP4oP1I65G,0.00186,0.7490000000000001,0.605,0.0381,0.115,-9.359,0.086,0.966,142.024,71
Psycho,3CYH422oy1cZNoo0GTG1TK,0.193,0.664,0.6659999999999999,0.0,0.0854,-2.2030000000000003,0.0446,0.405,139.987,79
Animal Nitrate,2LvD3a2C0Jt0r0jW5bwOuU,0.45799999999999996,0.237,0.9059999999999999,0.0,0.0794,-5.124,0.0483,0.26,99.806,34
Step On Shit,3DJDHPAonp1r2w7UgeLLuI,0.23199999999999998,0.659,0.7909999999999999,0.0,0.0957,-6.478,0.377,0.604,168.722,50
Windowlicker,60Pe9j2pCBa4Zp4ztf5nhd,0.132,0.698,0.789,0.0091,0.366,-4.936,0.163,0.49200000000000005,123.016,56
Rebel Girl,0XyjtybwqSdqMAFfBEkmZf,0.0122,0.435,0.9390000000000001,0.00466,0.0614,-3.845,0.111,0.5589999999999999,134.938,57
Connection,3T4UodGkfZObJ43RtA5KFU,0.000837,0.611,0.602,0.0,0.11199999999999999,-4.89,0.0437,0.624,168.15400000000002,65
Juicy,7f5trao56t7sB7f14QDTmp,0.102,0.7859999999999999,0.652,0.0,0.0697,-2.6069999999999998,0.0669,0.483,170.03099999999998,74
Inner City Life - Radio Edit,4TOIdyhxz1xgAlrrz2HHhT,0.00286,0.301,0.645,0.0283,0.0588,-12.35,0.0801,0.0612,154.64600000000002,43
Bittersweet Symphony,6GnNvwJA1VTkoZoyTy6s3L,0.221,0.6759999999999999,0.5820000000000001,0.00627,0.515,-7.58,0.128,0.447,124.012,55
Sure Shot,21REQ1bCUWphT2QK3bLWYQ,0.38799999999999996,0.6920000000000001,0.799,0.0,0.301,-7.9239999999999995,0.16399999999999998,0.5489999999999999,97.978,57
Born Slippy (Nuxx),7xQYVjs4wZNdCwO0EeAWMC,0.00106,0.5760000000000001,0.953,0.49,0.474,-8.968,0.0362,0.303,140.042,65
Deceptacon,5773KSWFzg9kCc8yazjbSt,0.055,0.603,0.8640000000000001,0.0049299999999999995,0.0986,-3.341,0.0668,0.616,160.488,62
Big Time Sensuality,0X0LTI0MQG9S3FLSUvjrj5,7.670000000000001e-05,0.723,0.732,0.0135,0.18,-12.251,0.0963,0.516,118.58200000000001,43
Paranoid Android,2nTsKOXIVGDf2iPeVQO2Gm,0.0377,0.252,0.8490000000000001,0.00592,0.0545,-6.501,0.0581,0.19399999999999998,163.704,67
Live Forever,0glTZHa9SxsDpeCQGc9AVs,0.141,0.746,0.622,0.54,0.124,-6.517,0.0343,0.0832,119.973,61
Beetlebum - 2012 Remaster,4OHVCeQYPncEwZOtNAJZZx,0.0789,0.542,0.626,0.000508,0.27699999999999997,-7.105,0.0242,0.813,89.734,57
Soon You’ll Get Better (feat. The Chicks),4AYtqFyFbX0Xkc2wtcygTr,0.907,0.433,0.182,0.0,0.12300000000000001,-12.565999999999999,0.0641,0.42100000000000004,207.476,66
Common People,2fXKyAyPrEa24c6PJyqznF,0.0057,0.314,0.797,5.59e-05,0.0718,-9.026,0.038,0.569,145.393,69
Never Forget You,6hmhG1b4LEyNuashVvuIAo,0.00312,0.583,0.732,9.86e-06,0.26899999999999996,-5.728,0.0457,0.276,145.99200000000002,75
Glory Box,3Ty7OTBNSigGEpeW2PqcsC,0.177,0.51,0.434,0.516,0.0603,-10.004,0.0361,0.207,119.695,68
Da Funk,0MyY4WcN7DIfbSmp5yej5z,0.00196,0.8059999999999999,0.7,0.8909999999999999,0.267,-5.269,0.0752,0.892,111.215,60
Unfinished Sympathy - 2012 Mix/Master,0j5FJJOmmnXPd0XajFWkMF,0.0393,0.5920000000000001,0.835,0.209,0.665,-8.475,0.032,0.703,114.436,64
Rid Of Me,3m2Zd230K68bC4Qe961d9p,0.00485,0.715,0.0885,0.006940000000000001,0.155,-20.682,0.0521,0.544,125.383,51
Waterfalls,6qspW4YKycviDFjHBOaqUY,0.311,0.77,0.505,7.4e-05,0.0777,-7.345,0.0828,0.757,171.798,72
Like a Prayer,1z3ugFmUKoCzGsI6jdY4Ci,0.264,0.624,0.8420000000000001,2.11e-05,0.18100000000000002,-5.285,0.0376,0.257,111.037,71
When Doves Cry,51H2y6YrNNXcy3dfc3qSbA,0.0102,0.7290000000000001,0.9890000000000001,4.45e-05,0.44299999999999995,-4.613,0.049,0.84,126.47,71
How Will I Know,5tdKaKLnC4SgtDZ6RlWeal,0.201,0.8320000000000001,0.544,0.000139,0.632,-12.697000000000001,0.0442,0.9279999999999999,119.49,72
Rolling in the Deep,1CkvWZme3pRgbzaxZnTl5X,0.131,0.7290000000000001,0.7559999999999999,0.0,0.0527,-5.119,0.0294,0.522,104.945,75
Don't Stop Believing,0wBqAqxUygzHrUgw0MTJ6J,0.665,0.516,0.391,0.0,0.14400000000000002,-7.319,0.0315,0.395,117.87299999999999,41
I Have Nothing,31er9IGsfFbwqy1pH4aiTP,0.5760000000000001,0.54,0.401,0.0,0.16399999999999998,-10.499,0.0364,0.24,152.974,74
Wagon Wheel,3xdjjKMcMOFgo1eQrfbogM,0.455,0.537,0.66,0.0,0.135,-7.1739999999999995,0.0296,0.574,148.096,76
Kiss from a Rose,3YKptz29AsOlm7WAVnztBh,0.684,0.583,0.532,0.0,0.306,-7.11,0.0309,0.223,131.741,73
Semi-Charmed Life,42et6fnHCw1HIPSrdPprMl,0.008320000000000001,0.64,0.8640000000000001,0.0,0.12300000000000001,-6.5760000000000005,0.0315,0.7,102.02600000000001,74
Love On The Brain,5oO3drDxtziYU2H1X23ZIp,0.0717,0.509,0.637,1.0800000000000002e-05,0.0789,-4.83,0.0471,0.37799999999999995,172.00599999999997,80
The Story,5GVPVxgdgTKJFxSxLVIw1A,0.8170000000000001,0.542,0.299,0.0,0.109,-10.379000000000001,0.0305,0.27399999999999997,141.917,74
Angel Of The Morning,6NVB6W7G3svCKe5zB7kY8q,0.433,0.456,0.233,6.42e-05,0.0538,-12.634,0.0255,0.424,75.17399999999999,56
I Like It,58q2HKrzhC3ozto2nDdN4z,0.099,0.816,0.726,0.0,0.37200000000000005,-3.998,0.129,0.65,136.048,81
Give Me One Reason,4vDBJeeQCbhP9FaPPMsYkY,0.602,0.608,0.419,7.58e-06,0.10800000000000001,-10.016,0.0331,0.602,100.22,69
Let's Dance - 2018 Remaster,3ix6K4wZY29bCujrSznwFZ,0.0125,0.654,0.743,0.0272,0.153,-7.44,0.0605,0.632,114.846,70
Here Comes Your Man,0cs671lxX2eoDzr2KMuo3N,0.0475,0.669,0.7829999999999999,0.0296,0.115,-12.302,0.0295,0.8959999999999999,124.51799999999999,69
Best of My Love,2M2WJ7gBlcKNxdhyfPp9zY,0.447,0.784,0.713,0.14,0.0904,-6.865,0.0339,0.97,115.443,67
Titanium (feat. Sia),0lHAMNU8RGiIObScrsRgmP,0.0678,0.604,0.7879999999999999,0.153,0.127,-3.673,0.10300000000000001,0.301,126.06,66
Lovesick Blues,32d8PvwQ5G0r4uvBGdGBRz,0.77,0.7140000000000001,0.62,0.0,0.142,-2.742,0.0283,0.51,126.04899999999999,39
Rahhh (feat. Charlie Farley),1BS4VnfQMyFFcBqATWGkTj,0.00673,0.657,0.753,5.400000000000001e-06,0.10800000000000001,-5.943,0.126,0.623,102.98299999999999,25
Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,0.047,0.643,0.7829999999999999,0.0,0.083,-6.457999999999999,0.0856,0.579,154.084,78
Kiss Me Thru The Phone,2q4rjDy9WhaN3o9MvDbO21,0.0185,0.758,0.7120000000000001,0.0,0.0677,-3.781,0.11199999999999999,0.795,149.998,76
Mary Jane's Last Dance,3dmqIB2Qxe2XZobw9gXxJ6,0.0272,0.46399999999999997,0.655,1.34e-06,0.32799999999999996,-9.058,0.0608,0.531,169.515,72
Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,0.152,0.774,0.753,0.0,0.0371,-5.446000000000001,0.0517,0.8959999999999999,119.00200000000001,79
Thunder Road,56lhDZNQ5J47aog6mGKeGk,0.623,0.369,0.758,1.7800000000000002e-05,0.531,-5.871,0.0364,0.6629999999999999,140.71,66
"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",7tUSJY4nsDBJTjd1UXKRsT,0.92,0.27399999999999997,0.14400000000000002,0.000388,0.29,-14.515999999999998,0.0482,0.302,61.551,65
El Scorcho,3g2gQMeeQAEPztiQKMlGSl,0.0471,0.479,0.7070000000000001,0.0,0.0932,-4.968,0.0659,0.6609999999999999,148.092,54
Teenage Dirtbag,3LI4MmibTkXH5cGpCGZgyw,0.36,0.617,0.84,8.85e-05,0.179,-4.063,0.0512,0.57,94.676,69
Drunken Angel,0Vk5X3h5v1NDQhGzkRrt8m,0.8540000000000001,0.594,0.3,0.0,0.0955,-9.985,0.0342,0.452,75.288,34
Take Me or Leave Me,0E1NL6gkv5aQKGNjJfBE3A,0.318,0.457,0.763,0.0,0.0322,-3.4589999999999996,0.255,0.87,175.043,59
Wild Night,1A7hIo1C8jacIQ5ZiCjc8g,0.174,0.568,0.7140000000000001,0.0,0.0429,-7.138999999999999,0.0445,0.955,146.338,56
We Are The World,3Z2tPWiNiIpg8UMMoowHIk,0.18899999999999997,0.528,0.447,0.0,0.0745,-15.255,0.0435,0.292,72.58,68
Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,0.10300000000000001,0.8029999999999999,0.585,3.94e-06,0.0644,-5.861000000000001,0.0432,0.593,105.01700000000001,78
Tonight You Belong To Me,6TGjPUIJuJYRnHc4tXiQDI,0.938,0.695,0.278,0.0,0.0858,-9.081,0.0303,0.742,108.355,52
Von dr Alb ra,0xniFTSFDfm4okAazsiMew,0.0111,0.644,0.6990000000000001,0.00020800000000000001,0.156,-7.546,0.0367,0.396,124.98299999999999,21
Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE,0.0115,0.527,0.9420000000000001,0.0,0.188,-5.64,0.0366,0.495,148.72299999999998,77
Piano Man,70C4NyhjD5OZUMzvWZ3njJ,0.605,0.331,0.55,3.96e-06,0.192,-6.483,0.0272,0.429,177.734,76
Killing In the Name,6eFKDtiJzaYClR3Ws3f49t,0.000124,0.337,0.875,0.000646,0.0762,-6.077000000000001,0.156,0.478,95.646,36
We Didn't Start the Fire,3Cx4yrFaX8CeHwBMReOWXI,0.0771,0.7120000000000001,0.9670000000000001,0.0,0.35600000000000004,-5.206,0.047,0.895,145.024,75
Let's Go Girls' Generation!! - Long Version,3FNhGOaS12ePdta4zgm7Fw,0.212,0.46799999999999997,0.909,0.0,0.268,-2.325,0.0658,0.644,115.26899999999999,19
I Will Always Love You,4eHbdreAnSOrDDsFfc4Fpm,0.8440000000000001,0.306,0.214,5.3e-06,0.0839,-12.517999999999999,0.0356,0.10800000000000001,66.98,77
What's Up?,0jWgAnTrNZmOGmqgvHhZEm,0.161,0.565,0.564,0.0,0.114,-10.044,0.0292,0.45399999999999996,134.355,78
Mamma Mia,1gicTziGenRQeCnR063Lsn,0.155,0.7509999999999999,0.7,0.0402,0.22,-9.253,0.032,0.83,137.092,59
Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,0.8390000000000001,0.682,0.17300000000000001,3.26e-05,0.0983,-8.749,0.0314,0.23600000000000002,112.663,82
Bette Davis Eyes,0odIT9B9BvOCnXfS0e4lB5,0.0204,0.675,0.649,0.0,0.0959,-10.270999999999999,0.0319,0.596,116.624,73
White Privilege II (feat. Jamila Woods),4QGJfw4TLQ07KM8m7Dq5Hu,0.633,0.519,0.574,0.0,0.271,-7.696000000000001,0.184,0.434,100.22,45
STOP TRYING TO BE GOD,1xYpVRspgaLxdJLOTQkTjg,0.221,0.588,0.5670000000000001,0.0,0.135,-3.738,0.0628,0.113,150.009,72
Candy (feat. Trippie Redd),37AGgp9VP8TVJBfEat74Bj,0.00829,0.7440000000000001,0.638,0.0,0.182,-4.86,0.049,0.48,98.01899999999999,77
Fergalicious,1D066zixBwqFYqBhKgdPzp,0.0576,0.9059999999999999,0.584,0.0,0.128,-7.72,0.316,0.831,129.055,71
WAP (feat. Megan Thee Stallion),4Oun2ylbjFKMPTiaSbbCih,0.0194,0.935,0.45399999999999996,0.0,0.0824,-7.5089999999999995,0.375,0.35700000000000004,133.07299999999998,95
Cherries,13z7RLPmgupzRwQY9NiTZU,0.0192,0.795,0.693,0.00125,0.0719,-6.737,0.0982,0.772,89.95100000000001,59
"Honey, Honey - From 'Mamma Mia!' Original Motion Picture Soundtrack",6P4XyViJkq9QGEHtzfMIrH,0.0417,0.506,0.895,5.47e-06,0.252,-4.069,0.0363,0.8059999999999999,140.04399999999998,65
So Good,28GUjBGqZVcAV4PHSYzkj2,0.0403,0.66,0.9,0.0,0.21899999999999997,-5.02,0.14,0.591,85.51,64
Telephone,7rl7ao5pb9BhvAzPdWStxi,0.00587,0.825,0.8320000000000001,0.000789,0.114,-5.853,0.0403,0.713,122.021,68
Too Soon,0sis29pjzwqhUFboY6TstC,0.024,0.772,0.7609999999999999,4.1200000000000005e-05,0.0975,-3.469,0.0458,0.7170000000000001,119.986,54
For Ever and Ever and Ever Ever Ever,0k7iyKYUYCIRrbvusqbZaE,0.00339,0.425,0.955,0.0389,0.0976,-5.8389999999999995,0.0397,0.841,154.18,18
All The Small Things,2m1hi0nfMR9vdGC8UcrnwU,0.0103,0.434,0.897,0.0,0.612,-4.918,0.0488,0.684,148.726,79
Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,0.00801,0.856,0.609,8.149999999999999e-05,0.0344,-7.223,0.0824,0.9279999999999999,114.988,81
Hot Damn,6M73SFsAlrLoZN5s1pR2sR,0.00365,0.705,0.743,0.43700000000000006,0.154,-10.54,0.0731,0.27899999999999997,116.973,52
Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,0.3,0.7509999999999999,0.8340000000000001,1.77e-05,0.355,-5.444,0.0437,0.894,95.053,78
Macarena,4oaj36KzXRgDg4McgcTsZK,0.42200000000000004,0.927,0.721,4.36e-05,0.0422,-12.561,0.0908,0.965,103.01799999999999,59
Beat It,1OOtq8tRnDM8kG2gqUPjAj,0.0491,0.779,0.867,7.98e-06,0.19699999999999998,-3.7039999999999997,0.0457,0.915,138.858,78
Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.474,0.7809999999999999,0.445,0.0,0.184,-6.061,0.0295,0.591,78.998,84
Believer,0pqnGHJpmpxLKifKRmU6WP,0.0622,0.7759999999999999,0.78,0.0,0.081,-4.374,0.128,0.6659999999999999,124.949,87
Blue Christmas,3QiAAp20rPC3dcAtKtMaqQ,0.9,0.465,0.27,0.0010400000000000001,0.145,-16.660999999999998,0.0425,0.58,94.51799999999999,75
Hot N Cold,1y4eb6hmAvsqlDOl3fx9kk,7.950000000000001e-05,0.706,0.841,0.0,0.0688,-3.9560000000000004,0.0418,0.861,132.032,66
Uptown Jazz Piano,5zFxTdiSo3OM6CKPtE8MUV,0.9359999999999999,0.462,0.159,0.9470000000000001,0.11199999999999999,-15.802,0.0412,0.128,69.074,0
Fuck You,4ycLiPVzE5KamivXrAzGFG,0.129,0.69,0.8340000000000001,0.0,0.136,-5.79,0.0566,0.738,127.43,67
Lightning Crashes,48iWbsOaBUAGzMdoSmqyg1,0.24100000000000002,0.385,0.433,7.07e-06,0.11,-9.256,0.0435,0.42700000000000005,89.97399999999999,66
"Love Me Like You Do - From ""Fifty Shades Of Grey""",3zHq9ouUJQFQRf3cm1rRLu,0.247,0.262,0.606,0.0,0.125,-6.646,0.0484,0.275,189.857,78
Despacito,6habFhsOp2NvshLv26DqMb,0.198,0.655,0.797,0.0,0.067,-4.787,0.153,0.8390000000000001,177.928,78
The Shape Of You,7FIgc6EZ4z23xXu9MtqMSj,0.905,0.515,0.0624,0.0,0.115,-12.577,0.039,0.273,77.414,31
Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,0.0151,0.637,0.843,0.0,0.0876,-5.412999999999999,0.0432,0.434,109.012,80
Hakuna Matata,1ymvyDsiAUbzEhmSkfCSYh,0.27399999999999997,0.53,0.584,0.0,0.158,-11.890999999999998,0.218,0.575,81.854,67
"I Dreamed A Dream - From ""Les Misérables""",7CNVenAoty0IomwFPaMaaH,0.937,0.256,0.0739,1.93e-05,0.0907,-17.227,0.0471,0.146,87.50200000000001,50
Gangnam Style (강남스타일),03UrZgTINDqvnUMbbIMhql,0.00417,0.727,0.937,0.0,0.091,-2.8710000000000004,0.28600000000000003,0.7490000000000001,132.067,71
If You Wanna Be Loved - John Gibbons Remix,2p2GsIcE2GK25ysS0xDY6V,0.244,0.68,0.903,1.59e-06,0.27399999999999997,-4.728,0.0425,0.602,117.99700000000001,59
Summer Of '69,0GONea6G2XdnHWjNZd6zt3,0.0183,0.508,0.8340000000000001,0.0,0.0732,-6.205,0.0386,0.774,139.131,82
Living La Vida Loca,3l2uVsOgoauZF7jjD2Er6J,0.00011200000000000001,0.409,0.892,0.0,0.0755,-5.746,0.0524,0.728,178.019,39
Reflections,2PtBhfoPZ6VYtXkrE5FrCH,0.0223,0.6829999999999999,0.675,0.0187,0.10099999999999999,-5.461,0.0292,0.6,111.008,62
Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,0.284,0.778,0.8240000000000001,0.0,0.405,-5.892,0.0712,0.7559999999999999,100.024,82
Diamonds,5hvwx5i67IwnCkjl9VHkNv,0.154,0.653,0.667,0.0,0.107,-6.763999999999999,0.0423,0.556,104.181,87
Always Be My Baby,2aBxt229cbLDOvtL7Xbb9x,0.457,0.65,0.531,0.0,0.249,-8.335,0.0364,0.48700000000000004,78.946,73
Jimmy,1eT7JzBAuPtXv7kIJetBH3,0.441,0.5710000000000001,0.77,0.0,0.166,-5.125,0.0875,0.8490000000000001,83.86200000000001,3
I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,0.326,0.535,0.716,0.0,0.659,-5.025,0.0431,0.9009999999999999,94.37899999999999,73
My Own Worst Enemy,33iv3wnGMrrDugd7GBso1z,0.0012900000000000001,0.494,0.946,0.0,0.39799999999999996,-2.7569999999999997,0.0637,0.741,103.40799999999999,71
Livin' la Vida Loca,0Ph6L4l8dYUuXFmb71Ajnd,0.00411,0.425,0.9540000000000001,0.0,0.0555,-3.7560000000000002,0.0476,0.9329999999999999,178.043,72
Two Princes,4ePP9So5xRzspjLFVVbj90,0.00162,0.5429999999999999,0.912,2.1000000000000002e-06,0.0565,-10.71,0.0601,0.836,103.73100000000001,70
"Your name will haunt me, even when I'm lying naked on the floor of the galaxy",0aG5aT6nQIIufgkV1AuYyh,0.479,0.726,0.34700000000000003,0.41,0.11,-12.334000000000001,0.0355,0.10099999999999999,119.98299999999999,0
Someone Like You,4kflIGfjdZJW4ot2ioixTB,0.892,0.5589999999999999,0.33,0.0,0.0975,-8.251,0.0285,0.285,135.109,79
Tennessee Whiskey,3fqwjXwUGN6vbzIwvyFMhx,0.205,0.392,0.37,0.0096,0.0821,-10.888,0.0298,0.512,48.718,79
Country Girl (Shake It For Me),0yD66650JxhqKbW76C2qCo,0.0293,0.645,0.904,0.0,0.0834,-4.532,0.0462,0.6709999999999999,105.97,70
Are You That Somebody,0ZTJrZ1axCUmP1fiFzyabF,0.124,0.848,0.6629999999999999,0.0293,0.0737,-7.077999999999999,0.159,0.833,137.953,63
I Believe I Can Fly,2RzJwBCXsS1VnjDm2jKKAa,0.24100000000000002,0.55,0.444,0.0,0.187,-7.587999999999999,0.0292,0.0438,120.179,62
I'm Goin' Down,0I5mUa3CZPcsrWwlUmTWkV,0.737,0.5720000000000001,0.324,0.0,0.124,-9.297,0.0512,0.23399999999999999,94.04799999999999,52
No Ordinary Love,1oaaSrDJimABpOdCEbw2DJ,0.467,0.629,0.364,0.0204,0.0941,-12.259,0.038,0.701,166.266,66
SOS,5Z8ear5E1fETz8z85Tfaiz,0.302,0.802,0.6459999999999999,0.0,0.11800000000000001,-6.121,0.0591,0.389,99.978,0
True Colors,1oGdVdYjeQvojGKDddxLQQ,0.28600000000000003,0.624,0.424,0.0,0.17300000000000001,-8.237,0.24,0.584,76.671,68
Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,0.6759999999999999,0.551,0.402,0.0,0.0928,-7.431,0.0262,0.382,103.31299999999999,80
Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,0.0969,0.573,0.545,0.0,0.32899999999999996,-4.247,0.0288,0.297,83.37799999999999,75
Girlfriend,45hOioMDJktr86iKDHC8gr,0.0007379999999999999,0.56,0.9590000000000001,0.000206,0.209,-2.4330000000000003,0.102,0.67,163.983,76
Hold My Hand,4WnYuVFXe6Si4fZqkxbnvS,0.20800000000000002,0.22,0.769,0.0,0.0985,-5.125,0.054000000000000006,0.495,170.773,63
Hollaback Girl,0LzrhCZFXW94Y8nwtTuRlw,0.35,0.9259999999999999,0.9159999999999999,6.17e-06,0.0234,-2.221,0.0929,0.904,110.007,68
Ironic,4oGTdOClZUxcM2H3UmXlwL,0.24600000000000002,0.495,0.595,0.0,0.23600000000000002,-7.57,0.0443,0.392,85.34100000000001,57
Just Dance,2x7MyWybabEz6Y6wvHuwGE,0.0264,0.8220000000000001,0.7390000000000001,4.26e-05,0.18100000000000002,-4.541,0.0311,0.745,118.992,71
Kids In America,1YGZyfvdgZxzipWoWYVKxi,0.0953,0.557,0.782,6.75e-06,0.11800000000000001,-3.8989999999999996,0.0475,0.305,159.621,69
One Last Time,7xoUc6faLbCqZO6fQEYprd,0.09300000000000001,0.628,0.593,1.65e-06,0.096,-5.0360000000000005,0.0323,0.10400000000000001,125.02600000000001,78
So What,0JiY190vktuhSGN6aqJdrt,0.00032900000000000003,0.534,0.87,0.0,0.24100000000000002,-3.0780000000000003,0.0425,0.462,126.01899999999999,76
Starships,1oHNvJVbFkexQc0BpQp7Y4,0.135,0.747,0.716,0.0,0.251,-2.457,0.075,0.7509999999999999,125.008,70
The Promise,48p5E25cFPanxuwCTmTpuL,0.0864,0.629,0.8759999999999999,7.72e-05,0.0431,-10.141,0.0444,0.358,118.01,64
Unfaithful,13xxBnXOuiBxVxJI458B0i,0.8390000000000001,0.588,0.391,0.0,0.22699999999999998,-8.607000000000001,0.0334,0.349,144.069,71
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",6CQaVuICm1WVXyy3SZ5jEI,0.736,0.757,0.36700000000000005,0.0,0.157,-5.7589999999999995,0.0354,0.6809999999999999,96.008,65
When I Grow Up,5rLyYxZNzca00ENADO9m54,0.32,0.8170000000000001,0.8140000000000001,0.0,0.152,-3.985,0.185,0.247,109.994,73
White Flag,08IFMDAxF7Se7X8RNyoQWF,0.644,0.375,0.473,0.0302,0.11900000000000001,-10.052999999999999,0.0533,0.0613,100.25,62
Wuthering Heights,5YSI1311X8t31PBjkBG4CZ,0.366,0.48100000000000004,0.392,0.0452,0.124,-11.380999999999998,0.0312,0.52,124.572,69
All of Me,3U4isOIWM3VvDubwSI3y7a,0.922,0.42200000000000004,0.264,0.0,0.132,-7.064,0.0322,0.331,119.93,86
Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,0.0654,0.664,0.705,0.0,0.115,-4.9719999999999995,0.0382,0.47700000000000004,122.01700000000001,74
Crazy Train,7ACxUo21jtTHzy7ZEV56vU,0.408,0.45399999999999996,0.9129999999999999,0.000271,0.248,-4.008,0.107,0.521,137.688,77
Free Fallin',5tVA6TkbaAH9QMITTQRrNv,0.212,0.623,0.449,0.0,0.0613,-13.333,0.0253,0.5720000000000001,84.383,77
Golden,45S5WTQEGOB1VHr1Q4FuPl,0.21,0.44799999999999995,0.838,0.000131,0.131,-5.257000000000001,0.0557,0.254,139.863,89
Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,0.872,0.6559999999999999,0.29100000000000004,0.0,0.114,-10.572000000000001,0.0293,0.298,103.971,81
"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,0.185,0.6729999999999999,0.8859999999999999,0.0,0.0826,-4.44,0.0431,0.795,97.012,83
