Title,ID,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Popularity,Predict,Karaokability
Africa,2374M0fQpWi3dLnB54qaLX,0.257,0.6709999999999999,0.373,8.01e-05,0.0481,-18.064,0.0323,0.732,92.718,83,1,0.9530542938685644
Nah Nah Nah Nah Nah,5bWqohZFWxcJK7zkReX8Jg,0.0144,0.527,0.95,9.940000000000003e-05,0.324,-2.734,0.0588,0.964,166.02,26,1,0.9469069222566808
Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,0.0644,0.828,0.4920000000000001,0.00428,0.128,-9.744,0.0276,0.789,120.151,89,1,0.9447319971561948
Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,0.181,0.596,0.605,0.000331,0.0863,-12.145,0.0255,0.8859999999999999,97.798,82,1,0.9435565953894328
Rock Me,7MbII8jWqFiTFYU3MPYEfW,0.0354,0.503,0.917,0.0,0.0,-3.595,0.055,0.79,168.018,27,1,0.9423773081323269
Tennessee Whiskey,3fqwjXwUGN6vbzIwvyFMhx,0.205,0.392,0.37,0.0096,0.0821,-10.888,0.0298,0.512,48.718,79,1,0.9401883623749908
Wake Me Up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,0.271,0.62,0.573,0.0,0.0,-11.892999999999999,0.0423,0.897,81.548,79,1,0.9349809718109544
Under the Bridge,3d9DChrdc6BOeFsbrZ3Is0,0.0576,0.5589999999999999,0.345,0.000105,0.141,-13.496,0.0459,0.458,84.581,81,1,0.9348195341088309
Last Christmas,2FRnf9qhLbvw8fu4IBXx78,0.18899999999999997,0.735,0.478,2.48e-06,2.48e-06,-12.472000000000001,0.0293,0.9470000000000001,107.682,76,1,0.9339946206121393
Free Fallin',5tVA6TkbaAH9QMITTQRrNv,0.212,0.623,0.449,0.0,0.0613,-13.333,0.0253,0.5720000000000001,84.383,77,1,0.9334954198597303
Rosanna,37BTh5g05cxBIRYMbw8g2T,0.0208,0.365,0.513,0.000147,0.000147,-13.034,0.0357,0.7390000000000001,80.64699999999999,71,1,0.9329762902282213
Hey Parents,7BXhoa9BEQ5u4Qu6PMu5rl,0.0851,0.836,0.645,1.94e-06,1.94e-06,-4.855,0.048,0.894,179.925,34,1,0.9319674225642718
"December, 1963 (Oh What a Night!)",1hQFF33xi8ruavZNyovtUN,0.0588,0.737,0.495,9.12e-06,9.12e-06,-13.489,0.027000000000000003,0.9670000000000001,104.40899999999999,73,1,0.9319221813229748
The Box,0nbXyq5TXYPCO7pr3N8S4I,0.10400000000000001,0.8959999999999999,0.586,0.0,0.0,-6.687,0.0559,0.642,116.971,88,1,0.9313893706640884
Sweet Caroline,62AuGbAkt8Ox2IrFFb8GKV,0.611,0.529,0.127,0.000109,0.237,-16.066,0.0274,0.578,63.05,78,1,0.9275364082898596
Señorita,0TK2YIli7K1leLovkQiNik,0.037000000000000005,0.759,0.54,0.0,0.0945,-6.039,0.0287,0.75,116.947,85,1,0.9268019628416949
"Another Brick in the Wall, Pt. 2",4gMgiXfqyzZLMhsksGmbQV,0.0781,0.6940000000000001,0.39399999999999996,0.000677,0.000677,-15.880999999999998,0.0428,0.7190000000000001,104.126,76,1,0.9257978692785133
Sunday Best,1Cv1YLb4q0RzL6pybtaMLo,0.183,0.878,0.525,0.0,0.0714,-6.832000000000002,0.0578,0.6940000000000001,112.022,85,1,0.9245524884627752
Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,0.5429999999999999,0.82,0.452,0.00294,0.00294,-9.796,0.0348,0.74,117.40100000000001,83,1,0.9245351301214151
"Mrs. Robinson - From ""The Graduate"" Soundtrack",0iOZM63lendWRTTeKhZBSC,0.713,0.606,0.457,2.5300000000000002e-05,2.5300000000000002e-05,-14.035,0.0497,0.813,92.03299999999999,76,1,0.9236171441993608
The Gambler,5KqldkCunQ2rWxruMEtGh0,0.342,0.6709999999999999,0.501,0.0,0.194,-13.119000000000002,0.0594,0.86,87.04,73,1,0.9221768557428577
Everywhere - 2017 Remaster,254bXAqt3zP6P50BdQvEsq,0.258,0.73,0.487,0.01,0.0852,-10.991,0.0303,0.731,114.965,79,1,0.9219093560097039
Dynamite,0t1kP63rueHleOhQkYSXFY,0.0112,0.746,0.765,0.0,0.0936,-4.41,0.0993,0.737,114.044,96,1,0.9216657939518673
Walk This Way,5SZ6zX4rOrEQferfFC2MfP,0.0114,0.653,0.73,1.03e-05,0.0754,-10.613,0.043,0.894,108.705,75,1,0.9216571842062107
Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,0.00801,0.856,0.609,8.149999999999999e-05,0.0344,-7.223,0.0824,0.928,114.988,81,1,0.9207958879313576
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",3mRM4NM8iO7UBqrSigCQFH,0.0322,0.703,0.826,0.00629,0.179,-7.1789999999999985,0.0341,0.945,103.564,78,1,0.918527090499338
Summer Of '69,0GONea6G2XdnHWjNZd6zt3,0.0183,0.508,0.8340000000000001,0.0,0.0732,-6.205,0.0386,0.774,139.131,82,1,0.9184506301818997
I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,0.0912,0.7979999999999999,0.675,0.0,0.0894,-5.041,0.0442,0.8420000000000001,101.956,83,1,0.9173916578762782
Break My Stride,1mCsF9Tw4AkIZOjvZbZZdT,0.195,0.917,0.588,0.0,0.0,-11.047,0.0607,0.828,110.07700000000001,75,1,0.9169195357120681
I Will Always Love You,4eHbdreAnSOrDDsFfc4Fpm,0.8440000000000001,0.306,0.214,5.3e-06,0.0839,-12.518,0.0356,0.108,66.98,77,1,0.9167403663518834
Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,0.34700000000000003,0.645,0.795,0.00389,0.00389,-12.095,0.0527,0.535,112.06700000000001,82,1,0.9164355675843427
Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,0.225,0.6920000000000001,0.711,0.0,0.0,-7.497999999999999,0.0317,0.875,125.135,81,1,0.9163979962417825
Hotel California - 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,0.00574,0.579,0.508,0.0004940000000000001,0.0575,-9.484,0.027000000000000003,0.609,147.125,83,1,0.9149237279610941
Come and Get Your Love - Single Version,7GVUmCP00eSsqc4tzj1sDD,0.172,0.731,0.804,0.00028,0.00028,-7.621,0.0473,0.9570000000000001,107.383,76,1,0.9143244534194995
Here Comes The Sun - Remastered 2009,6dGnYIeXmHdcikdzNNDMm2,0.0339,0.557,0.54,0.00248,0.179,-10.484000000000002,0.0347,0.394,129.171,82,1,0.9142100252133516
Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0,0.0116,0.596,0.8690000000000001,0.173,0.0678,-11.97,0.037000000000000005,0.944,109.902,78,1,0.9134051100223426
Diamonds,5hvwx5i67IwnCkjl9VHkNv,0.154,0.653,0.667,0.0,0.107,-6.7639999999999985,0.0423,0.556,104.181,87,1,0.9133768493175728
Lucy In The Sky With Diamonds - Remastered 2009,25yQPHgC35WNnnOUqFhgVR,0.0469,0.311,0.325,0.0,0.0,-9.042,0.0283,0.6679999999999999,65.09,68,1,0.9125039252913744
Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,0.018000000000000002,0.573,0.902,0.00125,0.0928,-7.638,0.054000000000000006,0.8759999999999999,84.412,83,1,0.912462784317744
Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,0.201,0.64,0.6629999999999999,0.00806,0.00806,-7.516,0.0374,0.6629999999999999,132.77,81,1,0.9122041383510089
A Million Dreams,0RoA7ObU6phWpqhlC9zH4Z,0.243,0.265,0.312,0.0,0.0893,-11.689,0.0569,0.0998,54.747,76,1,0.9119161563067258
Riders on the Storm,14XWXWv5FoCbFzLksawpEe,0.25,0.5489999999999999,0.722,0.0138,0.0138,-11.729000000000001,0.0283,0.716,103.885,74,1,0.9118226492755922
All That She Wants,6kWJvPfC4DgUpRsXKNa9z9,0.00547,0.7979999999999999,0.625,7.979999999999999e-05,0.103,-9.689,0.0548,0.858,93.764,72,1,0.9116985642585761
All Star,3cfOd4CMv2snFaKAnMdnvK,0.0395,0.731,0.867,0.0,0.0861,-5.881,0.032,0.7759999999999999,104.019,78,1,0.9116774683655305
My Girl,745H5CctFr12Mo7cqa1BMH,0.635,0.5720000000000001,0.418,0.0,0.0961,-10.738,0.0349,0.6940000000000001,104.566,78,1,0.911530244624727
For What It's Worth,1qRA5BS78u3gME0loMl9AA,0.406,0.653,0.519,0.0209,0.0209,-10.164,0.0497,0.8220000000000001,98.883,75,1,0.9112065934441156
Psycho Killer - 2005 Remaster,1i6N76fftMZhijOzFQ5ZtL,0.0707,0.721,0.521,0.005520000000000001,0.005520000000000001,-8.123,0.0612,0.9420000000000001,123.118,74,1,0.9106791722556387
Killing Me Softly With His Song,0Q0IVlqMV64kNLlwjPj0Hl,0.0279,0.765,0.29,1.02e-06,0.5710000000000001,-17.117,0.139,0.506,92.409,78,1,0.9103523622036944
Wannabe,1Je1IMUlBXcx1Fz0WE7oPT,0.101,0.768,0.8640000000000001,0.0,0.162,-6.145,0.0324,0.8909999999999999,110.008,79,1,0.9101651297698584
Can't Hold Us - feat. Ray Dalton,3bidbhpOYeV4knp8AIu8Xn,0.0291,0.6409999999999999,0.922,0.0,0.0862,-4.457,0.0786,0.847,146.078,82,1,0.909900020937942
September,2grjqo0Frpf2okIBiifQKs,0.168,0.6970000000000001,0.8320000000000001,0.00131,0.269,-7.2639999999999985,0.0298,0.979,125.926,80,1,0.9095275598577377
California Dreamin' - Single Version,4s6LhHAV5SEsOV0lC2tjvJ,0.35200000000000004,0.552,0.608,0.0,0.0533,-9.786,0.0345,0.637,112.367,78,1,0.9093275427181462
Cecilia,6QhXQOpyYvbpdbyjgAqKdY,0.35700000000000004,0.755,0.8759999999999999,5.17e-06,5.17e-06,-8.867,0.0362,0.9540000000000001,102.762,73,1,0.90899379066208
The Joker,1bp2IO61zbQrbWNmKKxg3f,0.365,0.596,0.448,5.3e-06,0.206,-9.616,0.0396,0.7959999999999999,83.29299999999998,76,1,0.9083043539984209
Lovely Day,0bRXwKfigvpKZUurwqAlEh,0.292,0.69,0.6509999999999999,0.0024100000000000002,0.0024100000000000002,-8.267000000000001,0.0324,0.706,97.91799999999999,75,1,0.9074010194355097
When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.932,0.612,0.28,0.0,0.08800000000000001,-8.648,0.0434,0.387,72.795,83,1,0.9067887154343413
Get Lucky (feat. Pharrell Williams & Nile Rodgers),69kOkLUCkxIZYexIgSG8rq,0.0378,0.81,0.7929999999999999,1.82e-06,1.82e-06,-9.404,0.0403,0.863,116.04899999999999,72,1,0.9067108253196261
Stairway to Heaven - Remaster,5CQ30WqJwcep0pYcV4AMNc,0.58,0.33799999999999997,0.34,0.0032,0.0032,-12.049000000000001,0.0339,0.19699999999999998,82.43299999999999,78,1,0.9065796169790427
Jump - 2015 Remaster,7N3PAbqfTjSEU1edb2tY8j,0.171,0.5720000000000001,0.835,0.000376,0.0702,-6.2189999999999985,0.0317,0.7959999999999999,129.994,79,1,0.9063562727823472
Starman - 2012 Remaster,0pQskrTITgmCMyr85tb9qq,0.166,0.486,0.45,2.06e-06,2.06e-06,-10.298,0.0267,0.55,100.456,72,1,0.9062955948244391
Sir Duke,4pNiE4LCVV74vfIBaUHm1b,0.16,0.588,0.568,0.0,0.0,-9.766,0.0672,0.9520000000000001,106.93799999999999,71,1,0.9061433798366316
Creep,6b2oQwSGFkzsMtQruIWm2p,0.0102,0.515,0.43,0.00014099999999999998,0.129,-9.935,0.0369,0.104,91.841,82,1,0.9057366056993107
Unwritten,1D1nixOVWOxvNfWi0UD7VX,0.00577,0.706,0.8009999999999999,0.0,0.0,-6.332999999999999,0.0399,0.63,100.01299999999999,76,1,0.9053263934298416
Eye of the Tiger,2KH16WveTQWT6KOG9Rg6e2,0.132,0.8170000000000001,0.599,0.000311,0.0873,-9.249,0.0328,0.5479999999999999,108.873,76,1,0.9044091339487234
Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,0.103,0.8029999999999999,0.585,3.94e-06,0.0644,-5.8610000000000015,0.0432,0.593,105.017,78,1,0.9043975837874653
Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,0.145,0.733,0.71,0.115,0.115,-5.849,0.0292,0.965,127.975,84,1,0.9043074889395628
Sweet Emotion,24NwBd5vZ2CK8VOQVnqdxr,0.00298,0.38,0.76,0.0294,0.0294,-10.960999999999999,0.0378,0.491,99.43700000000001,75,1,0.9038147740759825
Say So,3Dv1eDb0MEgF93GpLXlucZ,0.256,0.787,0.6729999999999999,3.57e-06,3.57e-06,-4.577,0.158,0.7859999999999999,110.962,85,1,0.9037634732331709
Viva La Vida,1mea3bSkSGXuIRvnydlB5b,0.0954,0.486,0.617,3.23e-06,3.23e-06,-7.115,0.0287,0.41700000000000004,138.015,80,1,0.9037016761716834
Kiss,62LJFaYihsdVrrkgUOJC05,0.0135,0.898,0.271,0.0013800000000000002,0.0013800000000000002,-12.238,0.091,0.742,111.485,72,1,0.9036535178239922
Die Young,7EQGXaVSyEDsCWKmUcfpLk,0.00498,0.711,0.7,0.000125,0.000125,-4.805,0.046,0.8009999999999999,128.001,76,1,0.9032537026751424
Savage Love (Laxed – Siren Beat) [BTS Remix],4TgxFMOn5yoESW6zCidCXL,0.16,0.758,0.598,0.0,0.295,-5.695,0.0868,0.6579999999999999,149.836,85,1,0.9032031769602835
What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,0.00839,0.852,0.698,1.03e-06,1.03e-06,-7.206,0.0629,0.324,113.039,82,1,0.9030818436093542
For Once In My Life,4kP69y3GKHi9tXckfgp4bK,0.195,0.524,0.519,0.0,0.0,-11.902999999999999,0.043,0.847,110.12100000000001,71,1,0.902830762389109
Blackbird - Remastered 2009,5jgFfDIR6FR0gvlA56Nakr,0.754,0.6859999999999999,0.127,1.4099999999999999e-05,1.4099999999999999e-05,-14.360999999999999,0.0342,0.37200000000000005,93.699,74,1,0.9028027392473734
Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,0.556,0.76,0.479,0.0,0.0,-5.574,0.0466,0.9129999999999999,89.911,85,1,0.9025585674734488
Kiss Me Thru The Phone,0nDqJMKcSTtYlGK6OQ3sLC,0.0158,0.757,0.721,0.0,0.0,-3.7569999999999997,0.0986,0.807,149.984,0,1,0.9025111376262117
You're so Vain,2DnJjbjNTV9Nd5NOa1KGba,0.157,0.659,0.6779999999999999,6.69e-06,0.0784,-8.18,0.0313,0.647,106.186,75,1,0.902446647968668
Don't Stop 'Til You Get Enough,46eu3SBuFCXWsPT39Yg3tJ,0.126,0.878,0.821,0.0461,0.0461,-9.875,0.08900000000000001,0.9470000000000001,118.881,75,1,0.9021945544819168
Billie Jean,5ChkMS8OtdzJeqyybCc9R5,0.0236,0.92,0.654,0.0158,0.0359,-3.051,0.0401,0.847,117.046,82,1,0.902097894405565
Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,0.184,0.731,0.738,0.0,0.214,-8.125,0.0377,0.958,117.656,74,1,0.9018950471196713
Come Fly With Me - Remastered,4hHbeIIKO5Y5uLyIEbY9Gn,0.845,0.574,0.33799999999999997,0.0,0.0,-11.376,0.042,0.493,67.008,70,1,0.9015423689191288
The Nights,0ct6r3EGTcMLPtrXHDvVjc,0.0166,0.527,0.835,0.0,0.0,-5.297999999999999,0.0433,0.654,125.98299999999999,81,1,0.9014812401740169
Two Princes,4ePP9So5xRzspjLFVVbj90,0.00162,0.5429999999999999,0.912,2.1e-06,0.0565,-10.71,0.0601,0.836,103.731,70,1,0.9013929654458422
Gimme! Gimme! Gimme! (A Man After Midnight),3vkQ5DAB1qQMYO4Mr9zJN6,0.02,0.7490000000000001,0.491,0.00899,0.00899,-9.655,0.0403,0.536,119.52799999999999,74,1,0.9011884572845446
Beat It,1OOtq8tRnDM8kG2gqUPjAj,0.0491,0.779,0.867,7.98e-06,0.197,-3.704,0.0457,0.915,138.858,78,1,0.9008812649653297
Karma Chameleon - Remastered,2wSAWEYUHkt92X4SBAPqZE,0.225,0.6679999999999999,0.73,0.0,0.188,-7.182,0.0366,0.894,92.049,73,1,0.9006609817238905
We Are The World,3Z2tPWiNiIpg8UMMoowHIk,0.189,0.528,0.447,0.0,0.0745,-15.255,0.0435,0.292,72.58,68,1,0.9005558067585875
This Love,6ECp64rv50XVz93WvxXMGF,0.0525,0.7120000000000001,0.862,0.0,0.093,-4.612,0.0378,0.809,95.051,79,1,0.9002394022597354
(I Can't Get No) Satisfaction - Mono Version,2PzU4IB8Dr6mxV3lHuaG34,0.0383,0.723,0.863,0.0317,0.0317,-7.89,0.0338,0.9309999999999999,136.30200000000002,76,1,0.9000150909495934
More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,0.0008939999999999998,0.377,0.682,0.00217,0.0504,-8.039,0.0299,0.28800000000000003,108.736,78,1,0.8993567947986306
Bette Davis Eyes,0odIT9B9BvOCnXfS0e4lB5,0.0204,0.675,0.649,0.0,0.0959,-10.271,0.0319,0.596,116.624,73,1,0.899309984072088
"Hungry Eyes - From ""Dirty Dancing"" Soundtrack",31H6au3jhblhr6MMJiXnCq,0.011,0.7120000000000001,0.5489999999999999,0.0,0.118,-9.484,0.0254,0.552,109.882,74,1,0.8992367821579976
EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,0.23,0.5539999999999999,0.498,5.98e-06,5.98e-06,-8.866,0.0685,0.413,79.635,80,1,0.8987949148309131
Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,0.152,0.774,0.753,0.0,0.0371,-5.4460000000000015,0.0517,0.8959999999999999,119.002,79,1,0.8986906160278706
Losing My Religion,31AOj9sFz2gM0O3hMARRBx,0.179,0.6659999999999999,0.855,1.2e-06,0.0987,-5.051,0.0295,0.8029999999999999,125.639,81,1,0.8986517574812742
Jolene,2SpEHTbUuebeLkgs9QB7Ue,0.5660000000000001,0.674,0.537,0.0,0.131,-10.970999999999998,0.0363,0.809,110.578,74,1,0.8984857001728869
Semi-Charmed Life,42et6fnHCw1HIPSrdPprMl,0.008320000000000001,0.64,0.8640000000000001,0.0,0.123,-6.5760000000000005,0.0315,0.7,102.026,74,1,0.8984028727632739
For Ever and Ever and Ever Ever Ever,0k7iyKYUYCIRrbvusqbZaE,0.00339,0.425,0.955,0.0389,0.0976,-5.839,0.0397,0.841,154.18,18,1,0.8982380336120819
Enter Sandman,5BIMPccDwShpXq784RJlJp,0.00206,0.579,0.8240000000000001,0.00903,0.059,-8.71,0.03,0.635,123.331,74,1,0.8981952304982044
"Night Fever - From ""Saturday Night Fever"" Soundtrack",5KgbyD2lQQlIupAaPjgiXg,0.0266,0.733,0.795,0.000948,0.083,-7.224,0.0249,0.892,109.122,72,1,0.8980547403070305
Pump It,7KIbDUwumrpG5f30kEYW1v,0.00937,0.648,0.9309999999999999,0.0,0.0,-3.15,0.18100000000000002,0.7440000000000001,153.649,1,1,0.8979737383844814
Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,0.0183,0.894,0.7909999999999999,0.0,0.0,-4.699,0.11199999999999999,0.583,105.01799999999999,81,1,0.8977448824159316
All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,0.0605,0.698,0.633,0.000194,0.000194,-4.946000000000001,0.0597,0.552,96.92399999999999,79,1,0.897289351419482
"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,0.185,0.6729999999999999,0.8859999999999999,0.0,0.0826,-4.44,0.0431,0.795,97.012,83,1,0.8971977875072359
Can't Feel My Face,22VdIZQfgXJea34mQxlt81,0.113,0.705,0.769,0.0,0.105,-5.526,0.0425,0.583,107.949,79,1,0.8968540121013902
The Bad Touch,5EYdTPdJD74r9EVZBztqGG,0.00397,0.831,0.735,0.0205,0.123,-6.254,0.0384,0.97,122.979,71,1,0.8967650952861554
Stacy's Mom,27L8sESb3KR79asDUBu8nW,0.00207,0.774,0.75,1.7800000000000002e-05,0.0808,-4.927,0.0412,0.927,118.015,74,1,0.8966205513036405
Memories,2b8fOow8UzyDFAE27YhOZM,0.8370000000000001,0.764,0.32,0.0,0.0822,-7.209,0.0546,0.575,91.019,89,1,0.8965156141169329
Old Town Road - Remix,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,0.639,136.041,82,1,0.8963029068826154
Radio Ga Ga - Remastered 2011,1nQRg9q9uwALGzouOX5OyQ,0.183,0.7440000000000001,0.502,0.00022799999999999999,0.00022799999999999999,-7.718999999999999,0.0359,0.66,112.344,75,1,0.896246889581549
Mirrors,4rHZZAmHpZrA3iH5zx8frV,0.234,0.574,0.512,0.0,0.0946,-6.664,0.0503,0.512,76.899,82,1,0.8961214327518047
Stand by Me,3SdTKo2uVsxFblQjpScoHy,0.57,0.65,0.306,7.07e-06,0.0707,-9.443,0.0393,0.605,118.068,78,1,0.896024566150045
99 Luftballons,4ZhPLoMzZwewHLLjV1J15c,0.10300000000000001,0.575,0.555,1.3e-06,1.3e-06,-7.495,0.0453,0.504,95.361,73,1,0.8957144498560292
Gypsy,19Ym5Sg0YyOCa6ao21bdoG,0.017,0.622,0.54,0.00771,0.00771,-13.99,0.0261,0.847,130.879,74,1,0.8956605585130839
Classic,6FE2iI43OZnszFLuLtvvmg,0.0384,0.72,0.7909999999999999,0.0,0.157,-4.689,0.124,0.7559999999999999,102.071,81,1,0.8955413546599619
Yesterday - Remastered 2009,3BQHpFgAp4l80e1XslIjNI,0.879,0.332,0.179,0.0,0.0,-11.83,0.0326,0.315,96.529,76,1,0.8954362771318181
Is This Love,6JRLFiX9NJSoRRKxowlBYr,0.11,0.7759999999999999,0.5589999999999999,0.0,0.0,-8.375,0.10300000000000001,0.758,122.242,74,1,0.8950581986611656
See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,0.371,0.5579999999999999,0.5589999999999999,7.49e-06,0.109,-9.222,0.0959,0.62,78.558,79,1,0.8950112246524305
Hey There Delilah,4RCWB3V8V0dignt99LZ8vH,0.872,0.6559999999999999,0.29100000000000004,0.0,0.114,-10.572,0.0293,0.298,103.971,81,1,0.894365704113411
I Want It That Way,47BBI51FKFwOMlIiX6m8ya,0.257,0.6890000000000001,0.6940000000000001,0.0,0.14800000000000002,-5.83,0.027000000000000003,0.482,99.039,79,1,0.8943512156747708
Bridge Over Troubled Water,6l8EbYRtQMgKOyc1gcDHF9,0.8220000000000001,0.149,0.20600000000000002,0.0006490000000000001,0.0006490000000000001,-13.888,0.0323,0.264,79.764,72,1,0.8940795097375847
Better Together,4VywXu6umkIQ2OS0m1I79y,0.308,0.868,0.34700000000000003,2e-05,2e-05,-9.529,0.0536,0.659,110.059,72,1,0.8940180494370511
Hold the Line,4aVuWgvD0X63hcOCnZtNFA,0.00783,0.473,0.898,0.0618,0.0618,-4.797,0.0561,0.8079999999999999,96.556,76,1,0.8939597079490638
"Circle of Life - From ""The Lion King""/ Soundtrack",0HU5JnVaKNTWf6GykV9Zn8,0.0634,0.402,0.391,0.0,0.0,-16.112000000000002,0.0406,0.568,83.789,66,1,0.8939355169165148
Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.16399999999999998,0.209,0.417,0.00196,0.113,-8.74,0.0338,0.124,138.178,82,1,0.893873637136771
Let's Stay Together,63xdwScd1Ai1GigAwQxE8y,0.57,0.7559999999999999,0.397,0.0115,0.0542,-10.701,0.0522,0.507,101.985,75,1,0.8938452249424682
Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,0.0151,0.637,0.843,0.0,0.0876,-5.4129999999999985,0.0432,0.434,109.012,80,1,0.8936252903609151
Hooked on a Feeling,6Ac4NVYYl2U73QiTt11ZKd,0.261,0.547,0.82,0.0,0.0,-6.728,0.0805,0.9329999999999999,118.208,75,1,0.893593485607929
Jump Around,3TZwjdclvWt7iPJUnMpgcs,0.0113,0.8540000000000001,0.71,8.72e-05,8.72e-05,-6.32,0.0793,0.818,106.89399999999999,74,1,0.8935579725887628
Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,0.075,0.696,0.8170000000000001,0.0,0.0,-3.862,0.109,0.782,98.064,77,1,0.8934003468711632
Nice For What,3CA9pLiwRIGtUBiMjbZmRw,0.0891,0.585,0.909,9.7e-05,0.119,-6.474,0.0707,0.758,93.372,78,1,0.8933004273503004
Somewhere Over The Rainbow_What A Wonderful World,25U7raB3ZSszayTYClh4hF,0.9279999999999999,0.6629999999999999,0.168,5.68e-05,5.68e-05,-13.725,0.0448,0.6779999999999999,85.005,69,1,0.8932627232256187
Renegade,1CQqupcyMg7176PPmIVmSj,0.0151,0.49200000000000005,0.552,3.74e-05,3.74e-05,-12.321,0.0341,0.655,105.62299999999999,68,1,0.8931413154618288
Paper Rings,4y5bvROuBDPr5fuwXbIBZR,0.0129,0.8109999999999999,0.7190000000000001,1.36e-05,1.36e-05,-6.553,0.0497,0.865,103.979,71,1,0.8931163292131841
Snow (Hey Oh),2aibwv5hGXSgw7Yru8IYTO,0.11599999999999999,0.42700000000000005,0.9,1.75e-05,1.75e-05,-3.674,0.0499,0.599,104.655,79,1,0.8929112485358689
Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,0.6759999999999999,0.551,0.402,0.0,0.0928,-7.431,0.0262,0.382,103.313,80,1,0.8927919279726695
Can't Stop,3ZOEytgrvLwQaqXreDs2Jx,0.0179,0.618,0.938,0.0,0.0,-3.4419999999999997,0.0456,0.875,91.455,80,1,0.8926617197374968
Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,0.8390000000000001,0.682,0.173,3.26e-05,0.0983,-8.749,0.0314,0.236,112.663,82,1,0.8924123066128937
Black Velvet,1KU5EHSz04JhGg3rReGJ0N,0.273,0.754,0.366,9.04e-05,0.106,-10.07,0.0312,0.469,91.147,71,1,0.8923965504469799
What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,0.009000000000000001,0.726,0.787,0.0,0.0596,-2.494,0.0737,0.888,124.99,82,1,0.8920936995474932
Toxic,6I9VzXrHxO9rA9A5euc8Ak,0.0249,0.774,0.838,0.025,0.242,-3.914,0.114,0.924,143.04,80,1,0.8920166281467024
Don't Bring Me Down,72ahyckBJfTigJCFCviVN7,0.14400000000000002,0.638,0.867,0.000733,0.000733,-6.468999999999999,0.0331,0.805,115.69200000000001,72,1,0.8918305924964781
When I Come Around,1Dr1fXbc2IxaK1Mu8P8Khz,0.0175,0.531,0.909,0.0,0.231,-4.2360000000000015,0.034,0.8140000000000001,97.546,74,1,0.8917246694067832
Wonderful Tonight,6zC0mpGYwbNTpk9SKwh08f,0.649,0.5720000000000001,0.214,0.129,0.125,-15.625,0.0293,0.485,95.542,76,1,0.8916705672358742
Go Your Own Way - 2004 Remaster,4xh7W7tlNMIczFhupCPniY,0.0167,0.586,0.941,0.000776,0.068,-5.1389999999999985,0.0375,0.831,135.44799999999998,74,1,0.8916531799544459
In the Summertime,3RNyGLgSvmVRZ7xKUp8Wgd,0.7240000000000001,0.754,0.449,0.0,0.0,-14.013,0.0615,0.973,82.751,66,1,0.8915724174151178
Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.474,0.7809999999999999,0.445,0.0,0.184,-6.061,0.0295,0.591,78.998,84,1,0.8913001769304195
In My Life - Remastered 2009,3KfbEIOC7YIv90FIfNSZpo,0.449,0.688,0.435,0.0,0.113,-11.359000000000002,0.0323,0.435,103.239,73,1,0.8911204457806527
Tengo una Chica,7fjXWfYphtrCP0folc1Dnw,1.28e-05,0.22,0.82,1.39e-06,0.134,-4.823,0.0562,0.526,166.483,0,1,0.8911035813686281
