Title,ID,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Popularity
Connections,00eVMhP8po6ZGF97btNxqW,0.825,0.644,0.716,0.748,0.578,-12.196,0.186,0.927,72.94,46
Tiffakonkae,7mcQ9QfCWqeRyZkvNeLDuc,0.604,0.319,0.698,0.897,0.093,-10.275,0.0517,0.389,99.038,21
The Invincible Youth,7DMOc7UJwTUl5zbrFvUK7c,0.757,0.397,0.74,0.657,0.202,-10.375,0.0731,0.429,103.936,20
Testify,7lmeHLHBe4nmXzuXc0HDjk,0.0261,0.47,0.978,1.09e-05,0.356,-5.399,0.0727,0.503,117.906,66
One of One,1glyXSXED2SPGTZzcGnS2D,0.992,0.499,0.0867,4.02e-05,0.132,-18.88,0.0385,0.252,137.189,45
The Space Travelers Lullaby,7G1BDlsQntzvbFRoAQ4r7G,0.713,0.15,0.37,0.859,0.0671,-9.794,0.0317,0.116,84.549,21
Vi Lua Vi Sol,0On6tVhk7uXDl6CUPzqGjM,0.366,0.415,0.767,0.797,0.117,-8.507,0.11,0.477,104.817,21
Street Fighter Mas,2kTWcP2fid9TKLdcRuiAq4,0.58,0.6,0.662,0.952,0.1,-8.285,0.0941,0.707,80.856,43
Song For The Fallen,7ohNEvwIw0tktqMLTxZJB5,0.561,0.382,0.711,0.897,0.636,-10.741,0.0652,0.269,108.157,19
Don't Stop Believin',4bHsxqR3GMrXTxEPLuK5ue,0.127,0.5,0.748,0.0,0.447,-9.072,0.0363,0.514,118.852,80
The Psalmnist,5DGSGrhhKvSDQbCPk77s4T,0.421,0.62,0.856,0.866,0.133,-8.293,0.111,0.579,111.563,18
"Show Us The Way - From ""Brave""/Score",27ZCrCrlVwX7LPLl7yAfj4,0.618,0.159,0.179,0.742,0.137,-13.641,0.0408,0.188,76.19,30
Will You Sing,0m7OuucR3TTpE4LgzQaCPv,0.691,0.309,0.789,0.844,0.111,-9.223,0.0906,0.331,87.069,18
Strawberry Fields Forever - Remastered 2009,3Am0IbOxmvlSXro7N5iSfZ,0.336,0.39,0.502,0.000138,0.0713,-12.277,0.178,0.289,97.871,70
Penny Lane - Remastered 2009,1h04XMpzGzmAudoI6VHBgA,0.212,0.651,0.488,0.026,0.136,-8.22,0.0316,0.49,113.038,66
"Baby, You're A Rich Man - Remastered 2009",0JBvtprXP2Z0LP3jmzA7Xp,0.0119,0.619,0.625,1.05e-06,0.152,-9.635,0.036,0.467,96.751,57
One More Time,0DiWol3AO6WpXZgp0goxAV,0.0193,0.611,0.697,0.0,0.332,-8.618,0.133,0.476,122.752,75
Aerodynamic,3H3cOQ6LBLSvmcaV7QkZEu,0.328,0.624,0.911,0.861,0.0727,-7.482,0.0524,0.135,122.902,59
Digital Love,2VEZx7NWsZ1D0eJ4uv5Fym,0.0481,0.644,0.664,0.862,0.342,-8.398,0.0333,0.53,124.726,64
"Harder, Better, Faster, Stronger",5W3cjX2J3tjhG8zb6u0qHn,0.0427,0.817,0.716,0.00263,0.358,-8.898,0.144,0.692,123.475,71
Crescendolls,6vuPZX9fWESg5js2JFTQRJ,0.0035,0.696,0.75,0.922,0.0889,-8.503,0.0721,0.937,124.048,54
Nightvision,63JXZZRbmzooashakb0zbu,0.845,0.491,0.186,0.916,0.109,-29.512,0.0321,0.457,119.881,52
Superheroes,37sINbJZcFdHFAsVNsPq1i,0.00219,0.491,0.885,0.0,0.0741,-4.121,0.0395,0.641,166.992,75
High Life,4yLU3MNP3J6x3KrcAMZWnf,0.633,0.694,0.892,0.799,0.108,-9.144,0.072,0.809,75.01,48
Something About Us,1NeLwFETswx8Fzxl2AFl91,0.44,0.875,0.475,0.72,0.046,-12.673,0.0986,0.384,99.958,69
Voyager,2VZD4Jqb0vKeCNPbkqVxLL,0.926,0.452,0.0256,0.875,0.0866,-29.035,0.0325,0.135,144.091,61
Veridis Quo,2LD2gT7gwAurzdQDQtILds,0.479,0.604,0.687,0.95,0.104,-13.928,0.045,0.119,106.896,63
Short Circuit,4npMbTuxrUA3Wd7edACZ2L,0.00461,0.535,0.558,0.824,0.0821,-10.756,0.0741,0.215,109.69,50
Face To Face,2QdVcmVPIxW826rRJDf58l,0.139,0.711,0.634,0.0,0.103,-4.351,0.0668,0.356,90.04,65
too long,400umxn1XJFEhLzEnXa6mV,0.225,0.562,0.675,0.0,0.0963,-4.115,0.0326,0.694,129.798,47
Main Title (The Godfather Waltz),3WoSJF85H0qywD4qLp4HDd,0.974,0.213,0.107,0.879,0.0778,-19.115,0.0392,0.113,62.069,53
I Have But One Heart ('O Marenariello) - Remastered,0Um5yRo7dOIKpIQpGKT4mW,0.9,0.113,0.2,0.00118,0.149,-13.735,0.033,0.117,87.31,42
The Pickup,5ybGsOXzG2T6LnlyUw9hcx,0.903,0.197,0.284,0.817,0.116,-12.718,0.0326,0.0733,94.62,34
Connie's Wedding,6g9qn6wAWGK7B0ISwIK0ki,0.674,0.651,0.69,0.88,0.375,-11.371,0.548,0.879,77.072,37
The Halls Of Fear,2g9CWmKvjUhAF07k8E6Js3,0.972,0.22,0.219,0.858,0.0541,-14.295,0.0325,0.039,76.373,41
Sicilian Pastorale,1TgdMhc341oncqEcMTorG0,0.966,0.216,0.0675,0.694,0.0897,-18.781,0.0413,0.0676,60.858,41
"Love Theme From ""The Godfather""",39zu6JGd6tvRNsqyK78RLk,0.927,0.198,0.221,0.92,0.0797,-12.706,0.0355,0.0851,68.932,56
The Godfather Waltz,6DtJ6DC2LBZohyHHeFs52u,0.977,0.226,0.166,0.875,0.09,-13.014,0.0415,0.115,115.057,48
Apollonia,1wHjzlDCHmfG13zNmy9bxa,0.971,0.387,0.152,0.892,0.131,-22.195,0.0375,0.18,99.556,46
The New Godfather,0hBoE68pNPrh9E8g0bStix,0.989,0.103,0.133,0.919,0.0993,-15.915,0.0371,0.0324,53.164,41
The Baptism,0wD1K5KvryeHjlU20TGDkp,0.701,0.145,0.344,0.675,0.104,-10.389,0.0347,0.0702,69.942,33
The Godfather Finale,3WoKGCQENAoYNu1NTrdLdy,0.956,0.183,0.264,0.841,0.107,-13.13,0.0364,0.0537,95.193,44
No Pressure Intro,41hwbZ1yF705MxJ7H9bwEu,0.372,0.794,0.845,0.0,0.124,-6.118,0.387,0.831,93.939,65
Hit My Line,24FR8mXTaiGZPrxnkf1kcP,0.143,0.62,0.786,0.0,0.46,-5.22,0.167,0.679,164.057,67
GP4,1OmmCrliFMIWzNke437KHE,0.282,0.809,0.684,1.44e-06,0.241,-3.578,0.273,0.857,85.009,63
Celebration Station,25B5fGr9K0VdZJiRFsnMO4,0.101,0.748,0.771,0.0,0.135,-4.156,0.15,0.792,142.086,64
Open Mic\\Aquarius III,4L6QpiLxCLok9wZfFIdiqF,0.169,0.751,0.916,0.0,0.366,-3.917,0.256,0.745,89.876,62
Soul Food II,7e0nXDIIa6hFqI4HmuanLP,0.13,0.457,0.909,0.0,0.48,-4.749,0.328,0.615,87.412,64
Perfect,0tgVpDi06FyKpA1z0VMD4v,0.163,0.599,0.448,0.0,0.106,-6.312,0.0232,0.168,95.05,86
man i is,0ERnYArznxdTBEIj1VSta8,0.365,0.754,0.778,6.96e-05,0.152,-2.745,0.134,0.95,74.999,64
DadBod,2Wf2u3sZ8rR1sdiBuSbeR0,0.71,0.81,0.708,0.0,0.557,-4.657,0.328,0.722,92.272,63
5 Hooks,7ikkUWdCqtyEGgSPyVxePq,0.125,0.552,0.861,0.0,0.388,-4.114,0.243,0.56,86.639,60
Dark Place,6RIe8KbX9YMO9hFSuowqII,0.39,0.719,0.627,0.0,0.0981,-7.973,0.35,0.534,86.001,60
A2Z,7oFnyYm3SIqDJCAYAA1oZI,0.603,0.662,0.918,0.0,0.405,-5.915,0.492,0.516,88.833,58
Heard 'Em Say,6yIjtVtnOBeC8SwdVHzAuF,0.0535,0.744,0.696,0.0454,0.128,-8.313,0.162,0.563,95.07,62
Obediently Yours,6K2WirQZkriGBTliRuL7Y7,0.917,0.561,0.905,0.0174,0.573,-4.606,0.274,0.87,85.258,55
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 1. Adagio",2lh5pqyvcUnXpsGRzhm737,0.989,0.159,0.0894,0.0149,0.685,-20.277,0.0463,0.184,84.247,35
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 2. Fuga. Allegro",1Xkup8WkrOfFVPZ4r7Zkhf,0.99,0.382,0.151,0.000124,0.122,-16.028,0.0569,0.713,115.943,32
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 3. Siciliana",09wpq3XIEdBX40IESltcny,0.992,0.178,0.0819,0.000217,0.345,-19.69,0.0485,0.314,84.925,4
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 4. Presto",0HB9QK0Eraem2k4JmR6ZWs,0.991,0.467,0.255,0.000978,0.221,-17.66,0.0566,0.915,125.297,32
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 1. Allemande",2BF0UcUOosThifZEVYKCnG,0.984,0.22,0.0813,0.205,0.145,-21.945,0.0507,0.298,92.623,29
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 2. Double",3NMaN8bp1QlzVXJCF22Fgv,0.992,0.465,0.0216,0.2,0.323,-22.723,0.102,0.831,120.117,3
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 3. Courante",7o6P0HbeG4YZfTeaWk0m2C,0.988,0.38,0.122,0.000651,0.132,-18.014,0.0597,0.891,130.206,27
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 4. Double. Presto",4XJXYvjW0CB2MLMk8l7Vdi,0.973,0.456,0.456,0.353,0.186,-16.055,0.0535,0.974,144.489,39
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 5. Sarabande",699Tx0stxKiuY5zyPG5JYz,0.985,0.177,0.0995,0.153,0.108,-18.737,0.0439,0.174,90.491,27
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 6. Double",3OFGECYfKzbXwex3zOSyWJ,0.994,0.463,0.0394,0.134,0.127,-21.174,0.0788,0.901,135.365,11
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 7. Tempo di Bourreé",3EO7inONQPTMV7uQDPSM3u,0.987,0.491,0.0979,0.121,0.0932,-18.411,0.0464,0.807,79.272,26
"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 8. Double",6EivblzVtQxwJsRQ2ByYao,0.987,0.494,0.156,0.000141,0.112,-19.113,0.0937,0.963,86.886,26
"Sonata for Violin Solo No. 2 in A Minor, BWV 1003: 1. Grave",0KDHY2Gyf0YVp29vSBoKoP,0.989,0.169,0.11,0.146,0.184,-21.012,0.0453,0.191,86.504,27
"Sonata for Violin Solo No. 2 in A Minor, BWV 1003: 2. Fuga",4sofWAXuZUHMFUkxoIVkLU,0.993,0.297,0.12,0.00431,0.0712,-16.387,0.0569,0.608,72.77,28
"Sonata for Violin Solo No. 2 in A Minor, BWV 1003: 3. Andante",5y12x8ztVdrNFVyRLk16i7,0.983,0.184,0.0561,0.0104,0.103,-22.984,0.0477,0.102,100.156,28
"Sonata for Violin Solo No. 2 in A Minor, BWV 1003: 4. Allegro",5LXkVuIQsR33qnSDDZ6giG,0.992,0.5,0.162,0.00698,0.0502,-17.441,0.0731,0.964,83.257,28
"Yoda's Theme - From ""Star Wars: The Empire Strikes Back""",76lvGdrRLYvHA4gcszAKgz,0.784,0.16,0.185,0.52,0.0829,-20.527,0.0446,0.0739,92.045,24
"Hedwig's Theme - From ""Harry Potter And The Philosopher's Stone"" / Live At Walt Disney Concert Hall, Los Angeles / 2019",40KtLaVTK2CKWnzEdET3U2,0.957,0.241,0.165,0.701,0.0883,-16.588,0.0325,0.0871,81.945,6
"Across The Stars (Love Theme) - From ""Star Wars: Attack Of The Clones""",7FPt6NFBuMcAsINoRQyXNb,0.843,0.166,0.208,0.177,0.0837,-18.292,0.0425,0.0722,85.064,3
"Donnybrook Fair - Based On ""Blowing Off Steam"" From ""Far And Away""",6K4DJOToQHWP6QI1IVfiUR,0.853,0.548,0.386,0.878,0.147,-13.878,0.0507,0.517,87.526,1
"Sayuri's Theme - From ""Memoirs Of A Geisha""",2vRudDqnrCorlGDTAH4XFr,0.864,0.248,0.221,0.064,0.0786,-15.811,0.0452,0.0432,87.841,1
"Night Journeys - From ""Dracula""",1xdoNsOiqk2IKvEgJNvgkb,0.817,0.181,0.277,0.562,0.0979,-13.466,0.0415,0.0388,78.247,1
"Theme - From ""Sabrina""",2O0AoCjfSOhFN33mtw9n7j,0.69,0.213,0.283,0.467,0.102,-16.621,0.0421,0.0605,97.424,1
"The Duel - From ""The Adventures Of Tintin""",5KlYLiwmDj2GiRNbEZrckD,0.939,0.433,0.385,0.833,0.0832,-13.588,0.125,0.384,65.689,4
"Luke And Leia - From ""Star Wars: Return Of The Jedi""",0bYiHGOcXqFaxa0H6ru88X,0.708,0.135,0.274,0.386,0.0921,-14.241,0.0409,0.0377,83.829,40
"Nice To Be Around - From ""Cinderella Liberty""",3ot73BxzjCl4hNrHcaJMQb,0.811,0.298,0.257,0.487,0.0708,-15.492,0.0389,0.07,97.522,2
"Theme - From ""Schindler's List""",2YXOy3FUFBL5tWgl9tIJ6G,0.856,0.178,0.199,0.681,0.0979,-16.232,0.0448,0.0394,71.79,3
The Beginning,4f3nDjgqXurMryYBSp0TZD,8.83e-05,0.36,0.983,0.0,0.111,-2.352,0.101,0.279,182.058,61
Sword of Truth,73OyKB1YZvMT6zojnFe846,0.00749,0.589,0.717,0.832,0.0932,-6.593,0.033,0.342,123.985,43
The Way Home,7sJyhrLf0RVjYJex4ZomXU,0.969,0.209,0.0472,0.933,0.086,-31.307,0.0342,0.0542,61.651,61
Kill Them All,1Y1UKiNNqMpSc1HojIjJvB,0.0716,0.802,0.791,8.08e-06,0.0651,-4.037,0.239,0.772,168.059,46
In The Face Of Evil,2bHpNAMEsB3Wc00y87JTdn,0.011,0.296,0.764,0.0724,0.158,-4.499,0.0315,0.144,143.89,56
Only Way In,4GstnXphpTz4d5UntpkT5B,0.00214,0.576,0.734,0.0828,0.362,-7.246,0.0497,0.0468,122.03,35
Reflections,2PtBhfoPZ6VYtXkrE5FrCH,0.0223,0.683,0.675,0.0187,0.101,-5.461,0.0292,0.6,111.008,62
Retrogram,1mhMZAGtpiPKJeQcONB4ud,0.000438,0.544,0.739,0.908,0.425,-7.588,0.0334,0.16,164.051,28
Discovering,26I4QjhQNzyyTKomVRl4wn,0.566,0.713,0.26,0.883,0.294,-22.457,0.0474,0.186,119.996,60
Memories In Shadow,0UiCbKgWLXq4O5dXx5WAde,0.729,0.382,0.133,0.94,0.112,-20.492,0.04,0.0936,93.995,25
Battlefield,1Nme6K1PYAh7p7uygyuRdf,0.0178,0.613,0.634,0.0,0.0719,-3.472,0.0339,0.37,144.953,58
Infinite,1aWpVsNjEiqpFvV3KhJiWu,0.000121,0.441,0.868,2.72e-06,0.145,-5.516,0.0714,0.366,162.0,60
Journey's End,5OEXISM55Inhcs4Ea29Iej,0.95,0.125,0.085,0.958,0.0915,-25.433,0.0405,0.038,71.455,49
Giorgio by Moroder,0oks4FnzhNp5QPTZtoet7c,0.0692,0.74,0.682,0.53,0.381,-10.42,0.0504,0.41,113.201,62
The Bean Kicked In,2jWdfpU2kvrOyEroQxQls2,0.00041,0.735,0.751,0.0,0.119,-5.551,0.0705,0.575,73.039,48
Fake ID,4qq73N1TKocRaYGQS23b9u,0.21,0.746,0.862,0.0363,0.225,-6.11,0.0776,0.604,122.011,66
The Time (Dirty Bit),7vWFaMq63AwkFDhS2OAg5u,0.0662,0.816,0.813,2.77e-06,0.602,-7.798,0.0664,0.436,127.979,70
Misirlou,1p791U7Bx5PmvCwucN4PQN,0.00345,0.293,0.951,0.916,0.572,-5.846,0.0652,0.561,173.439,43
Pulled Up,13auivFxxFsu5QkvUR0ser,0.178,0.91,0.538,0.0,0.115,-8.544,0.145,0.342,130.042,47
Brain Stew,1nLnpLXvl68RZCSjfkyiaa,0.00133,0.559,0.543,2e-05,0.0577,-5.429,0.302,0.337,75.958,70
Boredom (feat. Rex Orange County & Anna of the North),5WNYg3usc6H8N3MBEp4zVk,0.79,0.559,0.578,0.000522,0.324,-9.54,0.151,0.239,79.938,74
Basket Case,6L89mwZXSOwYl76YXfX13s,0.00293,0.442,0.943,8.71e-06,0.091,-3.205,0.0602,0.781,85.064,79
フライ・ミー・トゥ・ザ・ムーン,0PD3O8m6U6K7XpqiaxUqE5,0.847,0.441,0.208,0.625,0.0612,-19.159,0.0713,0.438,90.105,42
Tra Veglia E. Sonno,0bsj6xwYWAIi28LR59aCuC,0.445,0.544,0.28,0.055,0.248,-12.953,0.033,0.686,140.245,39
Arrivederci Roma - Remastered,6PHtklwObDCFCY7FDm10Wj,0.906,0.2,0.206,0.00605,0.122,-14.722,0.0327,0.16,101.636,44
'O sole mio,4aE95aFiLdGQWb4nQ7Ktut,0.944,0.239,0.297,0.228,0.117,-13.824,0.0367,0.323,139.801,55
Torna A Surriento,2765aVQIOralOuzH8EGKUI,0.947,0.4,0.279,0.504,0.38,-13.487,0.031,0.381,89.819,38
"Funiculì, funiculà",5Qcs9ln4ub99SZDom1Ywtc,0.975,0.527,0.295,0.0992,0.0743,-13.202,0.0673,0.375,63.745,31
Tarantella,5CVSC6Ehnko15JmOuGYFwA,0.835,0.743,0.38,0.872,0.206,-12.151,0.0481,0.583,115.619,42
Lithium,2YodwKJnbPyNKe8XXSE9V7,0.00174,0.678,0.656,0.0,0.0631,-6.41,0.0381,0.485,123.207,68
Cantaloupe Island - Live,5HuEHU71VWcyQI6KUsfkBK,0.292,0.565,0.662,0.0858,0.976,-8.341,0.0342,0.437,122.756,33
Fade Away,32ypPhtgTaETvFn3ZIHXTW,0.406,0.726,0.414,0.0,0.0713,-12.296,0.269,0.47,150.009,72
Indica Badu,0jqBo5RYn008f4ZY8kPewW,0.0402,0.742,0.72,0.000846,0.0839,-2.876,0.116,0.97,77.011,62
Doin' Time,0Oqc0kKFsQ6MhFOLBNZIGX,0.372,0.649,0.538,0.00632,0.0951,-11.196,0.0519,0.496,144.979,74
This Is America,0b9oOr2ZgvyQu88wzixux9,0.117,0.854,0.463,0.0,0.354,-6.159,0.137,0.549,120.024,74
I'm Not In Love,5HQEmiV2lKnSO6qa2fsR7x,0.685,0.404,0.523,0.000498,0.282,-15.7,0.0575,0.164,133.738,70
"Fantaisie-Impromptu In C Sharp Minor, Op. 66",1pXAdwf08Gtq1XSO5c0bzc,0.993,0.283,0.0521,0.892,0.105,-25.091,0.0394,0.0561,70.338,32
"Vivaldi: Le quattro stagioni (The Four Seasons), Op. 8: Violin Concerto No. 2 in G Minor, RV 315, ""L'Estate"". III. Tempo impetuoso d'Estate (Presto)",5N82c9RY2k4VeAel1pl5bJ,0.966,0.359,0.448,0.818,0.163,-13.081,0.0344,0.749,135.579,46
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",3DNRdudZ2SstnDCVKFdXxG,0.995,0.184,0.00527,0.887,0.173,-37.264,0.0432,0.151,170.612,67
Requiem - Lacrimosa,1QWbjmqQFsi3qRQFvTbZT8,0.977,0.1,0.23,0.794,0.1,-13.698,0.0359,0.0539,81.473,21
"Swan Lake, Op.20, TH.12 / Act 2: No.10 Scène (Moderato)",4jx8h95EIQJXf88r0byvCK,0.903,0.182,0.187,0.86,0.118,-18.209,0.037,0.0782,71.548,11
"Handel / Orch. Hale: Keyboard Suite in D Minor, HWV 437: III. Sarabande",1upQiytDIEZfl9ItruoXuC,0.927,0.204,0.0331,0.825,0.0954,-24.044,0.0487,0.0547,116.2,67
"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",61dYvvfIRtIDFuqZypPAta,0.9,0.257,0.109,0.867,0.0762,-21.356,0.0597,0.307,75.02,64
"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",6GzMz3s0K1YKwRVI36CgRx,0.991,0.343,0.0342,0.92,0.1,-25.591,0.0406,0.0378,60.228,62
The Imperial Suite,2NZhNbfb1rD1aRj3hZaoqk,0.817,0.291,0.377,0.944,0.187,-11.089,0.03,0.43,87.489,47
"Peer Gynt, Op. 23: IV. In the Hall of the Mountain King",5zhuWncJsBKrQ1HhmAKNAg,0.926,0.442,0.216,0.944,0.144,-17.569,0.0555,0.574,118.779,57
Suite bergamasque: Suite bergamasque: III. Clair de lune. Andante très expressif,6N7JzrteJv8lsr1GWYyu0b,0.993,0.343,0.0252,0.932,0.0454,-27.013,0.0488,0.0395,67.207,63
Etude No. 2,5bi8ryL6gy6a1BRXOf43y9,0.992,0.235,0.166,0.87,0.101,-19.632,0.0347,0.0356,101.182,54
Journey Into the Star Cluster,4MwMx32Zd9OLxQbe37OobY,0.54,0.366,0.152,0.644,0.0773,-12.694,0.0343,0.38,95.083,31
Porch Swing Angel,50QL2fqn6EDwpBUJ5QaQ4m,0.895,0.518,0.411,0.0,0.0911,-7.896,0.0307,0.187,136.147,66
Even for You,55nTWxTugqCJR1MrtEmkNF,0.734,0.17,0.181,0.904,0.0969,-15.291,0.0443,0.036,123.616,45
Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,7n92QzQomRCLlciO14X0kd,0.99,0.387,0.0451,0.913,0.112,-24.698,0.0364,0.071,61.494,66
Première Gymnopédie,4jep6dMPP0z7HrN375InoL,0.995,0.594,0.00544,0.952,0.0814,-35.422,0.07,0.314,76.497,61
"Le Nozze di Figaro, K. 492: Sinfonia",4rjnWmrSRqXVkFWdKMG3pV,0.839,0.386,0.0738,0.947,0.155,-19.369,0.0433,0.172,142.499,58
"Vivaldi: Violin Concerto in E Major, RV 269, No. 1, Spring: I. Allegro",6JV3m7TDJ9gsJNHp0e4MWM,0.883,0.575,0.174,0.898,0.108,-14.423,0.0424,0.381,113.134,58
Spirited Away - One Summer's Day,7IBPxB2J70oDmpS1rV9Fun,0.263,0.202,0.189,0.00431,0.408,-12.424,0.0393,0.0797,75.842,37
"The Four Seasons: Winter, I. Allegro non molto",3Rnvz0FntVQuOlDlZQtISQ,0.849,0.495,0.2,0.726,0.0783,-17.577,0.0559,0.187,76.571,36
Rondo Alla Turca,4k038uwzZINTcDz1ApzHJ8,0.993,0.555,0.206,0.924,0.113,-19.826,0.0453,0.701,132.863,46
"Chopin: Piano Sonata No. 2 in B-Flat Minor, Op. 35 ""Funeral March"": III. Marche funèbre. Lento",6JoT2QRzUZ8IpkamI6WkeN,0.993,0.311,0.00326,0.949,0.0803,-24.979,0.0614,0.0656,66.356,46
"Rachmaninov: Prelude No. 1 in C-Sharp Minor, Op. 3 No. 2, ""The Bells of Moscow""",73FHnUWDmI526kxaHweWal,0.988,0.342,0.0304,0.898,0.0855,-20.867,0.0487,0.212,85.482,36
"Rigoletto / Act 3: ""La donna è mobile""",25ZYvZ2qFw7XCu8nzUxxmU,0.959,0.369,0.21,4.53e-05,0.0905,-13.552,0.0437,0.391,131.714,59
O Fortuna from Carmina Burana - Vocal,0DHIkKybRhYScZkGQU8XTL,0.723,0.315,0.264,0.752,0.155,-17.612,0.034,0.585,138.815,44
"Habanera (From “Carmen”, WD. 31)",73SspxaPunDh3aCojPH0gJ,0.982,0.47,0.0562,0.0,0.136,-20.772,0.0521,0.476,132.334,44
"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": II. Molto vivace - Presto",6lnttZF0hDaVyVZBEgpJ3I,0.964,0.364,0.189,0.82,0.0769,-22.125,0.0425,0.283,111.408,49
"Debussy: Arabesques, L. 74: No. 1",7I1SzuJcy6mRi3gT4F4NBs,0.991,0.276,0.0821,0.924,0.11,-23.464,0.0373,0.158,131.598,24
"Rabbia e Tarantella (From ""Inglourious Basterds"")",1UoUZjnpCZsWbxTcrI3lpg,0.746,0.618,0.308,0.0391,0.0949,-14.819,0.0644,0.755,115.329,41
1812 Overture,6oWacAPUt8LMXqRkEk2MNg,0.858,0.233,0.0996,0.851,0.094,-21.564,0.04,0.0401,128.3,48
Eine Kleine Nachtmusik (Allegro),2qHrXxiSG19kZyTGMgMmmf,0.891,0.46,0.163,0.525,0.0873,-15.653,0.0497,0.438,137.282,37
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",6cUCckpdlqHJ5Ascf2uH2A,0.957,0.248,0.298,0.9,0.0943,-15.661,0.0395,0.157,97.853,63
"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor (Tema con variazioni. Quasi presto)",6cC6h5E351deEGFd7Kh9uy,0.978,0.465,0.128,0.271,0.0423,-17.628,0.0519,0.428,111.471,57
"The Well-Tempered Clavier: Book 1, BWV 846-869: Prelude and Fugue in C Major, BWV 846",2XxC430QMotGdympDP1aBo,0.991,0.335,0.101,0.847,0.133,-25.757,0.0447,0.154,121.231,46
"Toccata and Fugue in D Minor, BWV 565: 2. Fugue",4noe32LLODXkYV5FqkTIKT,0.77,0.183,0.21,0.0341,0.121,-16.921,0.0406,0.148,90.503,29
"Toccata and Fugue in D Minor, BWV 565: 1. Toccata",6tqjgeH0IiIPgJRT5cBJak,0.622,0.269,0.165,0.017,0.244,-14.56,0.0472,0.0931,118.383,15
"Piano Sonata No. 16 in C major, KV 545; I Allegro",4wNRc4fmTiISSiJG1q8dmG,0.986,0.299,0.159,0.86,0.119,-21.585,0.0337,0.663,143.054,0
"Introduction & Variations in A Major on Di tanti palpiti from Rossini's Tancredi, Op. 13, MS 77 ""I palpiti"" (Version for Violin & Piano)",1wAgzvkxLAWd6FXMf9bead,0.967,0.462,0.112,0.308,0.0652,-19.803,0.0535,0.449,120.426,6
"Waltz in C-sharp minor, Op. 64 No. 2",1lOVilzLQuYY2fnFrQ76DK,0.991,0.191,0.0157,0.916,0.134,-36.252,0.0411,0.0869,72.701,61
"Die Walkure, Act III: Ride of the Valkyries",2e8MxBgVWMSQmxb2zcuCoq,0.929,0.251,0.219,0.933,0.0824,-16.781,0.0323,0.0965,89.997,56
The Thieving Magpie,2jQcFQbZ2frHA7QkFDFQw1,0.64,0.45,0.454,0.816,0.275,-11.46,0.0585,0.379,154.142,37
"Hungarian Dance No. 5 in G Minor, WoO 1 No. 5 (Orch. Schmeling)",2oLjhx7w8Hyd3gry9cCXr7,0.899,0.358,0.167,0.96,0.103,-16.0,0.0354,0.601,144.561,61
Concerto No.3 in F Major RV 293 :AUTUMN: - Allegro,4UsAHGh40K6VRxPyXPnKte,0.926,0.442,0.104,0.108,0.118,-21.814,0.042,0.266,160.096,2
Jazz Suite No. 2: VI. Waltz 2,0pjCsB0XNSyqM9UazlTODC,0.984,0.322,0.184,0.902,0.0813,-18.312,0.0338,0.356,107.847,58
"Hungarian Rhapsody No. 2 in C-Sharp Minor, S. 244/2",7CIoJE0JfVFcmmUY3fFojH,0.987,0.349,0.326,0.886,0.784,-15.347,0.0551,0.168,80.233,48
The Entertainer,60m29Z8TtocKOqDlQEbwUS,0.105,0.611,0.912,0.0,0.117,-6.775,0.0398,0.77,101.307,49
"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 14b Dance of the Sugar-Plum Fairy",1oDAFTOXZGSQedBa6hXGhT,0.913,0.342,0.0205,0.784,0.17,-31.8,0.0349,0.0462,110.524,51
"Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act 1: No. 2 March",06am46cX3Z6YlSsg0TyVHA,0.977,0.442,0.116,0.868,0.0862,-23.172,0.0412,0.511,151.064,55
"Tchaikovsky: The Nutcracker - Ballet, Op. 71, Act II, No. 12 - Divertissement: Dance of the Reed Pipes",2FSMEjWvRqmrdZbsqiW8ds,0.969,0.462,0.051,0.945,0.168,-30.068,0.0418,0.285,132.034,48
