Title,ID,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Popularity
"Minuet in G Major, BWV 114 Anh. 117",69Tool6cLS2MsxA0pq0S1U,0.995,0.576,0.0858,0.95,0.113,-23.26,0.0462,0.714,107.675,29
Mariage d'Amour,4Sg5kugcA7G2dyFpok5Jyt,0.973,0.305,0.177,0.942,0.0834,-20.758,0.0457,0.217,161.496,51
"La Mer, L.109: 1. From Dawn Till Noon On The Sea (De l'aube à midi sur la mer)",4RsIBxK9hVGLq6VyjBSlAc,0.89,0.136,0.0324,0.943,0.0601,-27.949,0.0383,0.0376,67.671,27
Minute Waltz (Op. 64 No. 1),4bF4uR83y6q16kpySR5TOe,0.981,0.336,0.138,0.944,0.142,-24.256,0.0342,0.491,140.115,34
"La campanella in G-Sharp Minor (From ""Grandes études de Paganini"", S. 141 / 3)",2Hnurh1BcigGbCGFOb4Uid,0.931,0.28,0.287,0.888,0.0762,-22.167,0.0367,0.509,87.953,54
"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": III. Rondo (Allegro)",0yfiX5ObXoQMLS76hQiSsH,0.99,0.355,0.0824,0.896,0.193,-23.625,0.044,0.288,97.611,3
"Bach, J.S.: Concerto for 2 Violins in D Minor, BWV 1043: I. Vivace",3hPIrDZgNRsxpY84w4ruym,0.927,0.551,0.389,0.000221,0.105,-13.878,0.058,0.723,92.692,23
"Wieniawski: 8 Etudes-Caprices, Op. 18: No. 4 in A Minor",3VIvQV05eIUaLgYrv1BEac,0.963,0.645,0.344,0.105,0.272,-17.679,0.0539,0.91,105.781,33
"Brahms: Violin Concerto in D Major, Op. 77: III. Allegro giocoso, ma non troppo vivace",55NalIUC671ie5eaNJAHjt,0.84,0.438,0.345,0.412,0.267,-12.47,0.0426,0.4,86.9,30
"Paganini: 24 Caprices, Op. 1: No. 13 in B-Flat Major",6ccTdWWb6FNaF7Y7EgfPSr,0.989,0.453,0.15,0.451,0.313,-18.062,0.0495,0.586,138.596,17
"The Blue Danube Waltz, Op. 314",5VB8zfiHCroYwXTINKP4rj,0.971,0.287,0.0912,0.932,0.105,-17.796,0.0362,0.108,94.741,43
"Concertone in C Major, K. 190: 1. Allegro spiritoso",6sX3VdJ37o5DPva2NJouzj,0.975,0.37,0.0654,0.756,0.0948,-21.424,0.0459,0.39,125.091,15
"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 12 Divertissement - Tea - Chinese Dance",7o5DCsdl4eIqusst2pVoKX,0.941,0.451,0.127,0.406,0.185,-26.564,0.0338,0.832,111.353,47
"Sonata for Two Violins in A Minor: I. Poco lento, maestoso - Allegro fermo - Allegro giusto",0BtFgjFrc5Uw8n1BeM1THd,0.99,0.218,0.0964,0.0169,0.252,-18.579,0.0524,0.132,74.91,22
"Zigeunerweisen, Op. 20: II. Lento",5aq7wRwq9IDDqAa56x7Yws,0.813,0.333,0.0946,0.324,0.127,-22.633,0.0417,0.0471,100.436,38
"Dvorák: Symphony No. 8 in G Major, Op. 88, B. 163: III. Allegretto grazioso",73MO8IyzrcD7wckKoTi2Fv,0.89,0.181,0.069,0.897,0.368,-24.892,0.0426,0.249,154.144,21
"Tambourin chinois, Op. 3 (Arr. McAlister for Violin and Orchestra)",4WzhfxHww1McJhUWFs5aJY,0.899,0.396,0.145,0.333,0.0713,-24.816,0.0487,0.154,156.75,24
"Violin Concerto in E Minor, Op. 64, MWV O 14: 3. Allegro non troppo - Allegro molto vivace",24n14sChX55X9Q7UoYsxkc,0.917,0.456,0.217,0.384,0.0782,-19.269,0.0433,0.412,86.951,25
"Der Erlkönig - Grand Caprice, Op. 26",2mduz7JfvWb8Fe7NbPhEVU,0.992,0.424,0.202,0.869,0.108,-18.787,0.0599,0.436,58.974,30
"Sibelius: Violin Concerto in D Minor, Op. 47: III. Allegro, ma non tanto",53hnN0g56gii4FQWNNHFev,0.836,0.423,0.266,0.191,0.181,-16.729,0.0409,0.267,107.522,30
Nel cor più non mi sento: Introduction and Variations,4y4Ef1wxrSnFfNqZzIVkVY,0.985,0.414,0.0465,0.162,0.0948,-20.874,0.0686,0.275,90.709,19
"Violin Sonata in G Minor, ""Devil's Trill"": III. Allegro assai",4i3AfdygCIDJ5A1nb9mEPj,0.967,0.283,0.1,0.0294,0.19,-17.983,0.0451,0.0961,75.409,38
"Violin Concerto in E Minor, Op. 64, MWV O 14: 1. Allegro molto appassionato",4Ivo07fh9EyPtPinrxXlC4,0.919,0.287,0.145,0.144,0.0987,-19.665,0.0406,0.167,101.679,49
"String Quartet No. 8 in C Minor, Op. 110: 2. Allegro molto",1zwNC4HIvgQQ6nga0ygjIg,0.966,0.421,0.46,0.894,0.105,-13.568,0.0375,0.435,125.925,28
"Danse macabre in G Minor, Op. 40",1IM8x4lxZVOOP9gpQD6c5s,0.906,0.442,0.181,0.656,0.0598,-20.419,0.0443,0.172,115.884,56
"Sibelius: Violin Concerto in D Minor, Op. 47: I. Allegro moderato",1amhCqDxkHGhQMv1Ss9OJs,0.889,0.251,0.183,0.0468,0.317,-19.801,0.0441,0.087,108.725,36
"Sinding: Suite for Violin and Orchestra in A Minor, Op. 10: I. Presto",2ZjnMG8bkUB1pcLYocBebt,0.877,0.412,0.392,0.263,0.0832,-16.35,0.0394,0.32,97.839,20
"Paganini: Violin Concerto No. 1 in D Major, Op. 6: III. Rondo (Allegro spiritoso)",0S4OFl4vLHobIe45Ep5Gwb,0.916,0.529,0.179,0.0352,0.0782,-18.996,0.0467,0.441,100.469,19
"Scherzo-tarantelle in G Minor, Op.16 - 1987 Remastered Version",0yQMA3UgzGgmL7Py3lPFCx,0.892,0.422,0.253,0.134,0.128,-16.373,0.0438,0.455,114.297,29
"La Campanella, Op.7",0nUunuoVRMfjnRl2Emue48,0.904,0.575,0.116,0.176,0.101,-22.191,0.0667,0.419,110.209,33
"Introduction and Rondo capriccioso in A minor, Op. 28",3leTyhTguxLryLUoRaxQ19,0.971,0.387,0.107,0.415,0.041,-20.816,0.045,0.253,92.584,46
"12 Etudes, Op.25: No. 11 in A minor ""Winter Wind""",5GNEDBVlf5bxGpYRC8JifC,0.984,0.344,0.192,0.852,0.101,-19.99,0.0387,0.103,65.41,7
"The Carnival of the Animals, R. 125: VII. Aquarium",7wYKBR1UZygju6LfbgYR27,0.966,0.261,0.257,0.0345,0.177,-17.171,0.0363,0.201,136.275,25
"Sibelius: Violin Concerto in D Minor, Op. 47: II. Adadio di molto",2tpLMd34resUBWWarNI4DQ,0.949,0.0957,0.131,0.0839,0.131,-20.571,0.0438,0.0358,84.305,27
"String Quartet No. 8 in C Minor, Op. 110: 3. Allegretto",3kmFdcOaD1C2uUTElIZDc9,0.974,0.507,0.0804,0.894,0.0704,-22.215,0.0409,0.328,114.016,19
"Children's Corner, L. 113: 4. The Snow Is Dancing",4RYjYQSieG9MAXa4tf9NvA,0.991,0.27,0.131,0.898,0.311,-28.252,0.0395,0.158,131.459,29
Knives Out! (String Quartet in G Minor),6MVKZqfRYWkeFNRiIRjJub,0.742,0.57,0.279,0.521,0.282,-11.271,0.0442,0.481,115.47,41
"Symphony No. 9 in D Minor, Op. 125 ""Choral"": 4. Presto - Allegro ma non troppo",0DxeSpy96b0YTQdyjQoftu,0.965,0.222,0.278,0.514,0.0861,-12.172,0.0421,0.108,77.666,33
"Symphony No. 40 in G Minor, K. 550: I. Molto Allegro",43Nsg5Eu1VsZG7Kj3NIWkm,0.977,0.364,0.167,0.921,0.0991,-18.152,0.0385,0.186,111.42,9
"Paganini: 24 Caprices, Op. 1: No. 16 in G Minor",52biJNbmbzCVyN8o0lbImY,0.986,0.453,0.315,0.0147,0.18,-16.518,0.0451,0.957,137.24,17
I Am The Greatest,1BTj47Up5m8601KOFrTvkj,0.042,0.801,0.815,4.42e-06,0.0741,-4.81,0.148,0.37,90.017,56
Wrist,7qT7NUDywO7vNJNTNxqWiN,0.00865,0.854,0.685,4.72e-06,0.0727,-5.319,0.242,0.526,139.988,55
Flexicution,2c8sgbZoEanC3QyFNZxUcA,0.0619,0.782,0.713,0.00125,0.108,-6.576,0.0899,0.68,159.839,63
The Jam,4dVJyyeCPEONr44NIrXvie,0.0145,0.814,0.589,0.0,0.114,-7.762,0.324,0.375,149.08,51
Shimmy Shimmy Ya,3ABG1UQTk0eLYUAeWkmfMi,0.097,0.814,0.481,3.83e-05,0.0495,-5.183,0.245,0.193,96.252,66
Energy,79XrkTOfV1AqySNjVlygpW,0.38,0.747,0.571,0.0,0.534,-7.916,0.478,0.553,172.104,71
Immigrant Song - 1990 Remaster,6kjlvJLh2DBsSQtqVzFh8I,0.00031,0.574,0.926,0.478,0.386,-10.79,0.0562,0.609,113.097,57
Dazed and Confused - 1990 Remaster,6hu1f1cXSw7OAqhpSQ2zDy,0.044,0.271,0.553,0.0096,0.0999,-9.526,0.0472,0.433,86.762,62
War Pigs / Luke's Wall - 2012 - Remaster,2rd9ETlulTbz6BYZcdvIE1,0.222,0.332,0.623,0.000895,0.278,-12.363,0.08,0.413,183.097,64
Iron Man - 2012 - Remaster,3IOQZRcEkplCXg6LofKqE9,0.00351,0.336,0.792,0.00175,0.0437,-10.875,0.084,0.427,155.587,65
Welcome to Paradise,5kr3j5Clb9rjEposoMyLVt,0.000241,0.37,0.96,0.0116,0.0563,-4.162,0.0378,0.717,89.428,67
Fight For Your Right,5NLuC70kZQv8q34QyQa1DP,0.00757,0.503,0.858,0.00234,0.0803,-6.296,0.0657,0.419,133.615,69
Give It Away,0uppYCG86ajpV2hSR3dJJ0,0.00244,0.666,0.936,0.086,0.153,-9.919,0.0476,0.776,91.577,72
Know Your Enemy,1XTGyfJeMiZXrZ1W3NolcB,0.0125,0.575,0.857,0.00229,0.145,-3.961,0.155,0.623,117.413,63
Township Rebellion,4BOOsIe7Zx3SKJAEXgt1YH,0.00863,0.542,0.704,0.00285,0.113,-5.166,0.0511,0.44,134.068,47
Bombtrack,2rBHnIxbhkMGLpqmsNX91M,0.0239,0.459,0.926,1.93e-05,0.183,-3.415,0.155,0.569,151.534,65
Intergalactic - Remastered,5fpizYGbi5IQoEraj6FP0R,0.022,0.734,0.864,9.85e-06,0.246,-6.119,0.303,0.47,105.932,68
Sabotage,0Puj4YlTm6xNzDDADXHMI9,0.032,0.324,0.938,0.0321,0.0961,-7.332,0.102,0.543,168.131,72
No Sleep Till Brooklyn,5qxChyzKLEyoPJ5qGrdurN,0.122,0.712,0.691,0.0,0.0538,-8.157,0.128,0.742,97.022,66
WAKE UP,20MuVazoNMv6xjKPnRFOxG,0.192,0.741,0.645,0.0,0.163,-5.116,0.0963,0.488,149.07,74
Renegades Of Funk,5YBVDvTSSSiqv7KZDeUlXA,0.00184,0.651,0.908,0.000579,0.384,-4.019,0.0577,0.769,123.851,66
Bulls On Parade,0tZ3mElWcr74OOhKEiNz1x,0.0124,0.412,0.919,0.0601,0.424,-7.291,0.184,0.572,166.367,74
Guerrilla Radio,1wsRitfRRtWyEapl0q22o8,0.0129,0.599,0.957,7.06e-05,0.155,-5.764,0.188,0.489,103.68,70
Chop Suey!,2DlHlPMa4M17kufBvI2lEN,0.000278,0.419,0.934,0.0015,0.132,-3.908,0.12,0.286,127.288,80
Thunderstruck,57bgtoPSgt236HzfBOd8kj,0.000147,0.502,0.89,0.0117,0.217,-5.175,0.0364,0.259,133.52,82
OKRA,74ZovzRxHBvCq5yIwe8boh,0.0456,0.589,0.57,1.51e-06,0.137,-9.54,0.361,0.441,136.203,62
Insane in the Brain,1oTHteQbmJw15rPxPVXUTv,0.0297,0.897,0.612,0.186,0.0894,-10.489,0.211,0.767,102.305,70
Sweet Emotion,24NwBd5vZ2CK8VOQVnqdxr,0.00298,0.38,0.76,0.0294,0.104,-10.961,0.0378,0.491,99.437,75
Dream On,5MxNLUsfh7uzROypsoO5qe,0.388,0.307,0.433,9.08e-05,0.332,-10.057,0.029,0.224,160.9,78
Smells Like Teen Spirit,5ghIJDpPoe3CfHMGu71E6T,2.55e-05,0.502,0.912,0.000173,0.106,-4.556,0.0564,0.72,116.761,74
The Pretender,7x8dCjCr0x6x2lXKujYD34,0.000917,0.433,0.959,0.0,0.028,-4.04,0.0431,0.365,172.984,77
Shoot to Thrill,0C80GCp0mMuBzLf3EAXqxv,0.000239,0.457,0.904,0.0879,0.396,-5.303,0.0747,0.48,141.038,73
Back In Black,08mG3Y1vljYA6bvDt4Wqkj,0.011,0.31,0.7,0.00965,0.0828,-5.678,0.047,0.763,188.386,84
American Idiot,6nTiIhLmQ3FWhvrGafw2zj,2.64e-05,0.38,0.988,7.86e-05,0.368,-2.042,0.0639,0.769,186.113,78
Electric Funeral - 2012 - Remaster,7As8h8LJTMIritB8QwSmqr,0.437,0.364,0.487,1.28e-06,0.266,-12.888,0.0464,0.285,125.271,50
Helter Skelter - Remastered 2009,0Bs0hUYxz7REyIHH7tRhL2,0.000606,0.166,0.831,0.846,0.811,-8.469,0.0894,0.281,167.518,62
Longview,3LRJbFT9rKoKv4aW7PuBJC,0.00834,0.381,0.732,0.0101,0.0854,-7.594,0.0536,0.814,142.504,66
She,6SQLk9HSNketfgs2AyIiMs,0.000532,0.535,0.521,0.371,0.19,-5.942,0.0272,0.457,140.026,79
Hitchin' a Ride,6WlmA3HPHuNIR2mxI8LkZF,0.00306,0.424,0.919,0.00674,0.123,-4.629,0.1,0.684,163.732,59
Bullet In The Head,1WWgMk8nD79p8VeKFGYrOw,0.00673,0.431,0.855,0.00114,0.639,-4.205,0.15,0.397,163.014,58
Ordinary Day (ft. Hailee Steinfeld),2zIAPysksDdMAiG33qH6kW,0.0224,0.748,0.894,0.0,0.143,-6.67,0.0748,0.839,157.988,53
CAN'T GET OVER YOU (feat. Clams Casino),39oeKRgsLeynDIbWuXyA47,0.684,0.9,0.316,0.0771,0.0853,-8.797,0.332,0.844,129.914,73
Ain't No Rest for the Wicked,3Pzh926pXggbMe2ZpXyMV7,0.0438,0.634,0.849,0.0,0.363,-7.075,0.105,0.919,156.004,73
Redbone,0wXuerDYiBnERgIpbb3JBR,0.167,0.743,0.347,0.00951,0.103,-11.174,0.121,0.572,160.143,81
Let It Be - Remastered 2009,7iN1s7xHE4ifF5povM6A48,0.631,0.443,0.403,0.0,0.111,-8.339,0.0322,0.41,143.462,78
SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,0.544,0.515,0.479,0.00598,0.191,-7.458,0.0261,0.284,88.964,85
Father And Son,19slC7k8bsPOAKDjHYLU2W,0.589,0.499,0.33,4.21e-05,0.102,-11.467,0.0348,0.395,135.993,74
Planet Caravan - 2012 - Remaster,2VDg6h3Qr3F8UuFVInQxE6,0.941,0.368,0.0595,0.889,0.0827,-28.603,0.036,0.338,90.127,57
Hurt Me,3XRQT7EoS4U87rUuJwg5P3,0.128,0.62,0.451,0.0,0.373,-7.623,0.17,0.294,156.906,73
O Superman,421Gp1eSmOIcD6alTWowFR,0.963,0.8,0.024,0.207,0.101,-20.703,0.0524,0.309,148.57,44
Tammy's Song (Her Evils),22gXA7HlEd0z13zdc3hju7,0.924,0.477,0.835,0.000508,0.129,-5.942,0.438,0.52,97.317,53
In the Mood,6dZKWYSx5YBIme4SfpIHJ0,0.854,0.645,0.398,0.306,0.0731,-12.208,0.11,0.705,82.768,58
Blue Bossa - Remastered,6qqK0oeBRapZn8f9hJJENw,0.911,0.531,0.366,0.88,0.0916,-11.697,0.0496,0.785,81.867,45
遇見,3xJK8ywApYVEYIDhymYMC6,0.841,0.631,0.233,3.24e-06,0.228,-13.016,0.0329,0.442,91.864,59
Giant Steps,47vmcuvMWFIsMaiHFIGSIu,0.441,0.431,0.491,0.000458,0.134,-10.746,0.0562,0.577,148.243,52
Take Five,1YQWosTIljIvxAgHWTp7KP,0.539,0.454,0.26,0.00078,0.0675,-13.193,0.0401,0.598,174.322,67
So What,0JiY190vktuhSGN6aqJdrt,0.000329,0.534,0.87,0.0,0.241,-3.078,0.0425,0.462,126.019,76
"Take the ""A"" Train",6KBsivP3Of4z2x6uNMAyE3,0.278,0.479,0.318,0.0959,0.107,-13.836,0.0395,0.575,94.036,54
A Night In Tunisia - Remastered,5KQ6uddno2Hht84gJDHsPF,0.592,0.528,0.583,0.0,0.305,-8.776,0.0643,0.671,96.284,46
Blue Train - Remastered 2003,6ZgaUtMlUzUf7SqbUUnfbu,0.798,0.506,0.493,0.00355,0.307,-7.759,0.0427,0.584,134.77,58
Untitled Original 11383 - Take 1,7aGpjo6SB59tpTiMlD1uvL,0.706,0.429,0.368,1.96e-06,0.294,-14.071,0.0404,0.596,111.348,43
I Can't Believe That You're In Love With Me,6nYyd4vfb831h391mt3GWU,0.988,0.671,0.249,0.341,0.132,-10.399,0.0336,0.502,103.745,44
Ornithology,6A1mh31895sUIYEpOfeqC3,0.532,0.475,0.689,0.00427,0.969,-9.351,0.054,0.823,117.407,40
Cousin Mary,0DBEfSktiApw6NoTpH1Sjc,0.473,0.529,0.354,0.00371,0.144,-15.427,0.0546,0.443,111.434,34
Countdown,3axkNosdVQLZiq1HakuGhc,0.308,0.665,0.787,0.0,0.219,-5.73,0.151,0.699,167.349,65
Spiral,1SUqA5kAuaPEZBZR5JsxeC,0.123,0.753,0.386,0.937,0.0873,-9.798,0.234,0.773,88.023,50
Syeeda's Song Flute,3VwKqr3t9W4Hnt2g9afW8T,0.676,0.597,0.197,0.0168,0.128,-16.144,0.0516,0.41,93.371,31
Mr. P.C.,5ytXSrCiSO8UWL4f6rAOJy,0.466,0.475,0.541,1.24e-05,0.319,-11.89,0.0749,0.596,131.121,42
Smoke Stack - Alternate Take,77q37gyYNb25EzIkpMic11,0.602,0.498,0.739,0.00044,0.184,-7.167,0.0587,0.834,109.691,16
"I Love You Sweetheart Of All My Dreams - Live At Palo Alto High School, Palo Alto, CA / 1968",1A05kJ0HH3HU8f470t8BWW,0.663,0.326,0.993,0.525,0.943,-15.227,0.0825,0.0322,91.769,36
Cherokee,6iqyiNM3H4OoB7O02IYsVd,0.965,0.686,0.213,0.646,0.104,-16.612,0.0339,0.427,115.329,54
Live For,3kgqHVqfiabABjaFi9Tnhn,0.517,0.626,0.68,0.0,0.114,-7.64,0.112,0.227,75.978,60
She Never Been To Pluto,7yOoJXW6wkpzlJpfjDKhIV,0.0159,0.827,0.615,0.0,0.307,-5.879,0.222,0.221,132.996,70
Strode Rode - Rudy Van Gelder Remaster,5xoQDcAjk0AaOU8QBZ4w4w,0.653,0.447,0.535,0.0146,0.171,-8.205,0.0347,0.838,129.539,33
Scrapple From The Apple,7flQESHoCoDzirWF4IkKGq,0.982,0.417,0.397,0.804,0.185,-11.683,0.0558,0.737,201.162,46
Footprints - Remastered,2JITVZu8o6ls9k8SoMRy7w,0.768,0.53,0.454,0.116,0.113,-11.19,0.028,0.492,135.947,44
My Favorite Things,2myZWpSikELxocaznAz3X1,0.185,0.624,0.568,0.0,0.101,-6.627,0.0292,0.616,117.967,58
Freddie Freeloader,2x91iJc0UkFcjRMEZ2CoWB,0.703,0.638,0.186,0.00103,0.118,-15.831,0.0347,0.498,128.372,54
Better Git It in Your Soul,16nJl8NnriCJxraco5Zssm,0.111,0.457,0.548,0.00016,0.103,-12.486,0.0551,0.76,88.8,52
Remember - Remastered,2BhU0Hl5OatWiCW93pE2b8,0.794,0.539,0.403,0.000613,0.278,-9.168,0.0531,0.699,165.301,53
Love For Sale - Remastered,16Po3i2Kcsy74jz0lp6fdJ,0.735,0.582,0.343,0.0,0.125,-8.004,0.0428,0.462,88.144,47
Stolen Moments,3z2yfA8yko5CE5QObwvSgG,0.829,0.434,0.211,0.0,0.104,-9.371,0.0506,0.202,170.597,53
Confirmation - Take 3 / Master,29erJjtgdbh1KbG7MuPJCj,0.506,0.581,0.552,5.07e-05,0.0897,-9.529,0.046,0.747,103.772,35
Maiden Voyage - Remastered 1999/Rudy Van Gelder Edition,0T1EaGm6b9eM7xBf4F1hlc,0.719,0.467,0.459,0.00312,0.0944,-9.706,0.0305,0.178,124.379,49
Life's Incredible Again,45MllV1fJos1Ef6Cd13H2E,0.687,0.587,0.495,0.725,0.122,-9.204,0.035,0.759,120.017,45
Seventeen,0SBariQWfKjoslW2XSIFOm,0.00837,0.559,0.89,0.00759,0.103,-5.188,0.0387,0.809,91.509,61
Dat $tick,4bdJHQp90ymjEIkkYhcENB,0.104,0.923,0.508,1.21e-05,0.126,-8.668,0.0468,0.168,108.039,66
Nomadic,4vCG26vd7hzGdLq84pl1tf,0.000553,0.357,0.986,0.0106,0.236,-2.266,0.102,0.543,183.901,48
Who That Be,1XSvndyw6uqVW1ekRZsJUp,0.358,0.959,0.47,0.0,0.0806,-11.53,0.166,0.964,129.995,52
Crisis (feat. 21 Savage),60KSdUUY3dtPOFpvTf0wNm,0.0725,0.898,0.671,4.95e-05,0.119,-5.939,0.228,0.668,144.989,50
Back At It (feat. Lil Baby),07twUUK8jWUCVsrSoEgbLW,0.0204,0.741,0.678,0.0,0.0782,-5.835,0.355,0.718,165.106,67
Bank Account,2fQrGHiQOvpL9UgPvtYy6G,0.0151,0.884,0.346,7.04e-06,0.0871,-8.228,0.351,0.376,75.016,78
18,3JjnGLK8IxkNLvo8Lb3KOM,0.22,0.681,0.582,0.0,0.119,-7.76,0.0313,0.221,124.038,80
King Kunta,0N3W5peJUQtI4eyR6GJT5O,0.00589,0.884,0.657,0.0,0.154,-4.569,0.0977,0.489,107.059,73
Contra La Pared,37eGbhE1xVFSvcKkqGb6i1,0.0156,0.828,0.588,0.0,0.124,-7.14,0.118,0.598,94.052,72
44 More,3e7Y6sfFlIdBMJhX7wpqVO,0.0718,0.824,0.584,0.0,0.106,-7.098,0.221,0.219,139.965,69
Nonstop,0TlLq3lA83rQOYtrqBqSct,0.0165,0.912,0.412,0.0126,0.104,-8.074,0.123,0.423,154.983,79
Midsummer Madness,6TodWdTSDfzwgYynTZSvJn,0.359,0.409,0.678,4.76e-06,0.167,-7.731,0.0878,0.168,89.968,73
3005,2ZltjIqztEpZtafc8w0I9t,0.113,0.472,0.448,0.0,0.0914,-7.272,0.326,0.636,166.077,76
Bonfire,799f6Ih1Pu4AUApMyXhxUc,0.0594,0.506,0.745,0.0,0.341,-6.044,0.331,0.311,161.808,71
"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)",6VDz4m1vEGHDDqQojf1mpc,0.134,0.725,0.809,0.0,0.369,-4.941,0.309,0.755,90.991,58
m.A.A.d city,439TlnnznSiBbQbgXiBqAd,0.0538,0.487,0.729,4.07e-06,0.44,-6.815,0.271,0.217,91.048,67
"Bitch, Don’t Kill My Vibe",712uvW1Vezq8WpQi38v2L9,0.0152,0.587,0.698,0.0,0.442,-8.948,0.0943,0.0985,133.954,66
Alright,3iVcZ5G6tvkXZkZKlMpIUs,0.0742,0.796,0.766,0.0,0.0827,-5.974,0.238,0.558,110.034,73
Uh Huh!,4nchIkVWKBFzOvmlisTHdR,0.0565,0.683,0.716,0.0,0.222,-7.597,0.311,0.497,155.691,58
Pirates of the Caribbean (Main Theme),3PLWLhQpVUWdAG2ky9GCKa,0.00848,0.584,0.437,0.912,0.0899,-15.639,0.0325,0.261,105.649,52
Bangarang (feat. Sirah),6VRhkROS2SZHGlp0pxndbJ,0.0145,0.716,0.972,3.22e-05,0.317,-2.302,0.196,0.576,110.026,72
Everlong,5UWwZ5lm5PKu6eKsHAGxOk,5.99e-05,0.413,0.881,0.000308,0.0805,-5.541,0.0367,0.364,158.066,78
My Hero,4dVbhS6OiYvFikshyaQaCN,6.2e-05,0.398,0.927,0.000177,0.0575,-4.212,0.0567,0.311,77.106,70
Young Forever,35srNkJVToAzYiZzron1FY,0.417,0.637,0.69,0.0,0.211,-3.214,0.0693,0.103,140.329,65
Boombastic,4fxF8ljwryMZX5c9EKrLFE,0.242,0.867,0.538,1.75e-05,0.316,-16.183,0.361,0.781,158.328,67
Stairway to Heaven - 1990 Remaster,51pQ7vY7WXzxskwloaeqyj,0.575,0.346,0.335,0.00674,0.185,-12.453,0.0339,0.213,84.204,68
Sandstorm - Radio Edit,24CXuh2WNpgeSYUOvz14jk,0.169,0.539,0.98,0.982,0.084,-8.18,0.0469,0.522,136.087,60
Love You Madly,5jhfa76FhqtD3Boij6MAKS,0.0908,0.752,0.809,9.41e-05,0.169,-8.399,0.0598,0.658,106.999,56
Loser,5PntSbMHC1ud6Vvl8x56qd,0.0337,0.654,0.611,0.000178,0.405,-10.45,0.119,0.786,85.387,70
Police & Thieves - Remastered,6IMlcKjsIM3l3yXWykTa3y,0.0289,0.721,0.488,0.038,0.18,-10.294,0.067,0.884,152.287,53
Mercy,0AS63m1wHv9n4VVRizK6Hc,0.125,0.555,0.662,0.0,0.111,-4.952,0.0827,0.356,148.128,79
Root Down,18tgx070tbAM4TKxEwzWaG,0.319,0.838,0.921,3.27e-06,0.399,-7.588,0.0868,0.887,100.003,46
YEAH RIGHT,1VGzxJnVQND7Cg5H5wGj14,0.619,0.672,0.588,0.241,0.0992,-9.573,0.133,0.204,169.033,81
Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,0.0462,0.734,0.637,2.29e-05,0.0602,-5.677,0.141,0.648,169.977,83
Mama Said Knock You Out,6C7ZgThn6Yan5MTZdAEEFw,0.0314,0.791,0.759,0.674,0.255,-7.378,0.129,0.619,102.382,63
you broke me first,45bE4HXI0AwGZXfZtMp8JR,0.786,0.642,0.374,0.0,0.0906,-9.386,0.0545,0.0799,124.099,94
No Role Modelz,62vpWI1CHwFy7tMIcSStl8,0.301,0.692,0.521,0.0,0.0565,-8.465,0.33,0.463,100.45,84
